title,col,wdl_url,ins_key,pub_key,dewey_dec_code,type_id,date,item_id
"Members of a Royal(?) Family Gathered for a Group Portrait, Kenya",col_2,https://www.wdl.org/en/item/433,ins_1,pub_136,391.967,prph,1900/1925,415
"Large Group of People Gathered Around Some Men with Musical Instruments, Mombasa, Kenya",col_2,https://www.wdl.org/en/item/434,ins_1,pub_136,967,prph,1900/1925,416
"Members of a Royal(?) Family Gathered for a Group Portrait, Kenya",col_2,https://www.wdl.org/en/item/433,ins_1,pub_136,391.967,prph,1900/1925,12345
"Large Group of People Gathered Around Some Men with Musical Instruments, Mombasa, Kenya",col_2,https://www.wdl.org/en/item/434,ins_1,pub_136,967,prph,1900/1925,12346
"Portuguese Government Gunboat on the Zambesi River, Used to Preserve Order Among the Natives, Tete, Mozambique, Africa",col_2,https://www.wdl.org/en/item/485,ins_1,pub_148,967,prph,1900/1923,465
"Portuguese Government Gunboat on the Zambesi River, Used to Preserve Order Among the Natives, Tete, Mozambique, Africa",col_2,https://www.wdl.org/en/item/485,ins_1,pub_148,967,prph,1900/1923,12395
Cairo to Kisumu: Egypt-Sudan-Kenya Colony,col_2,https://www.wdl.org/en/item/2535,ins_1,pub_256,916,bk,1923,1502
Cairo to Kisumu: Egypt-Sudan-Kenya Colony,col_2,https://www.wdl.org/en/item/2535,ins_1,pub_256,916,bk,1923,13432
Toragaishi,col_3,https://www.wdl.org/en/item/4345,ins_1,pub_449,769,prph,1716/1726,3113
Toragaishi,col_3,https://www.wdl.org/en/item/4345,ins_1,pub_449,769,prph,1716/1726,15043
The Young Maiden Oshichi,col_3,https://www.wdl.org/en/item/4363,ins_1,pub_452,769,prph,1867,3131
The Young Maiden Oshichi,col_3,https://www.wdl.org/en/item/4363,ins_1,pub_452,769,prph,1867,15061
Portrait of the French,col_3,https://www.wdl.org/en/item/6673,ins_1,pub_543,769.952,prph,1861,5348
Portrait of the French,col_3,https://www.wdl.org/en/item/6673,ins_1,pub_543,769.952,prph,1861,17278
"Suffrage Parade, New York City, May 6, 1912",col_5,https://www.wdl.org/en/item/12,ins_1,pub_5,323.324,prph,4510,11
"Suffrage Parade, New York City, May 6, 1912",col_5,https://www.wdl.org/en/item/12,ins_1,pub_5,323.324,prph,5/6/1912,11941
"Destitute Pea Pickers in California: Mother of Seven Children, Age Thirty-two, Nipomo, California. Migrant Mother",col_5,https://www.wdl.org/en/item/81,ins_1,pub_38,306.331,prph,1936-02,77
"Destitute Pea Pickers in California: Mother of Seven Children, Age Thirty-two, Nipomo, California. Migrant Mother",col_5,https://www.wdl.org/en/item/81,ins_1,pub_38,306.331,prph,1936-02,12007
"The Bloody Massacre Perpetrated in King Street, Boston, on March 5th 1770 by a Party of the 29th Regiment",col_5,https://www.wdl.org/en/item/214,ins_1,pub_84,973,prph,1770,207
"The Bloody Massacre Perpetrated in King Street, Boston, on March 5th 1770 by a Party of the 29th Regiment",col_5,https://www.wdl.org/en/item/214,ins_1,pub_84,973,prph,1770,12137
Emigrant's Map and Guide for Routes to North America,col_5,https://www.wdl.org/en/item/41,ins_1,pub_19,912.917,mp,1853,39
Emigrant's Map and Guide for Routes to North America,col_5,https://www.wdl.org/en/item/41,ins_1,pub_19,912.917,mp,1853,11969
California or New Carolina: Place of Apostolic Works of Society of Jesus at the Septentrional America,col_5,https://www.wdl.org/en/item/134,ins_1,pub_59,912,mp,1720,129
California or New Carolina: Place of Apostolic Works of Society of Jesus at the Septentrional America,col_5,https://www.wdl.org/en/item/134,ins_1,pub_59,912,mp,1720,12059
Panama,col_5,https://www.wdl.org/en/item/183,ins_1,pub_76,912,mp,1904,177
Panama,col_5,https://www.wdl.org/en/item/183,ins_1,pub_76,912,mp,1904,12107
"Map of the United States of America: With the Contiguous British and Spanish Possessions, 1816",col_5,https://www.wdl.org/en/item/9561,ins_1,pub_783,912.973,mp,1816,8152
"Map of the United States of America: With the Contiguous British and Spanish Possessions, 1816",col_5,https://www.wdl.org/en/item/9561,ins_1,pub_783,912.973,mp,1816,20082
A Plan of the West Line or Parallel of Latitude,col_5,https://www.wdl.org/en/item/9573,ins_1,pub_790,912,mp,1768,8164
A Plan of the West Line or Parallel of Latitude,col_5,https://www.wdl.org/en/item/9573,ins_1,pub_790,912,mp,1768,20094
"Homestead, Pennsylvania, 1902",col_5,https://www.wdl.org/en/item/9574,ins_1,pub_791,912,mp,1902,8165
"Titusville, Pennsylvania, 1896",col_5,https://www.wdl.org/en/item/11368,ins_1,pub_791,912,mp,1896,9794
"Homestead, Pennsylvania, 1902",col_5,https://www.wdl.org/en/item/9574,ins_1,pub_791,912,mp,1902,20095
"Titusville, Pennsylvania, 1896",col_5,https://www.wdl.org/en/item/11368,ins_1,pub_791,912,mp,1896,21724
Map of Ohio and Indiana,col_5,https://www.wdl.org/en/item/9600,ins_1,pub_784,912,mp,1839,8191
Map of Kentucky and Tennessee,col_5,https://www.wdl.org/en/item/9601,ins_1,pub_784,912,mp,1839,8192
Map of Ohio and Indiana,col_5,https://www.wdl.org/en/item/9600,ins_1,pub_784,912,mp,1839,20121
Map of Kentucky and Tennessee,col_5,https://www.wdl.org/en/item/9601,ins_1,pub_784,912,mp,1839,20122
"Bird''s-Eye View of the World''s Columbian Exposition, Chicago, 1893",col_5,https://www.wdl.org/en/item/11369,ins_1,pub_18,977,mp,1893,9795
"Bird''s-Eye View of the World''s Columbian Exposition, Chicago, 1893",col_5,https://www.wdl.org/en/item/11369,ins_1,pub_18,977,mp,1893,21725
Spelling Book for the Children of the Martínez de Taos Family,col_5,https://www.wdl.org/en/item/78,ins_1,pub_35,372.461,bk,1834,74
Spelling Book for the Children of the Martínez de Taos Family,col_5,https://www.wdl.org/en/item/78,ins_1,pub_35,372.461,bk,1834,12004
The Story of My Childhood,col_5,https://www.wdl.org/en/item/7315,ins_1,pub_575,920,bk,1907,5924
The Story of My Childhood,col_5,https://www.wdl.org/en/item/7315,ins_1,pub_575,920,bk,1907,17854
Aguinaldo's Navy,col_5,https://www.wdl.org/en/item/481,ins_1,pub_15,959,mp,49,461
"Steam Hammer, Westinghouse Works, 1904",col_5,https://www.wdl.org/en/item/9565,ins_1,pub_15,670,mp,1904-05,8156
Aguinaldo's Navy,col_5,https://www.wdl.org/en/item/481,ins_1,pub_15,959,mp,2/18/1900,12391
"Steam Hammer, Westinghouse Works, 1904",col_5,https://www.wdl.org/en/item/9565,ins_1,pub_15,670,mp,1904-05,20086
"Arrival of Emigrants [i.e. Immigrants], Ellis Island",col_10,https://www.wdl.org/en/item/35,ins_1,pub_15,304.325,mp,2309,33
"Arrival of Emigrants [i.e. Immigrants], Ellis Island",col_10,https://www.wdl.org/en/item/35,ins_1,pub_15,304.325,mp,4/27/1906,11963
"Interview with Fountain Hughes, Baltimore, Maryland, June 11, 1949",col_5,https://www.wdl.org/en/item/110,ins_1,pub_50,306.973,sr,18060,105
"Interview with Fountain Hughes, Baltimore, Maryland, June 11, 1949",col_5,https://www.wdl.org/en/item/110,ins_1,pub_50,306.973,sr,6/11/1949,12035
Italy,col_13,https://www.wdl.org/en/item/414,ins_1,pub_110,912,mp,1890,397
Italy,col_13,https://www.wdl.org/en/item/414,ins_1,pub_110,912,mp,1890,12327
A Letter of Christopher Columbus,col_13,https://www.wdl.org/en/item/90,ins_1,pub_40,910.970,bk,1493,86
A Letter of Christopher Columbus,col_13,https://www.wdl.org/en/item/90,ins_1,pub_40,910.970,bk,1493,12016
An Historical Account of the Black Empire of Hayti: Comprehending a View of the Principal Transactions in the Revolution of Saint Domingo: with Its Ancient and Modern State,col_13,https://www.wdl.org/en/item/381,ins_1,pub_127,972,bk,1805,366
An Historical Account of the Black Empire of Hayti: Comprehending a View of the Principal Transactions in the Revolution of Saint Domingo: with Its Ancient and Modern State,col_13,https://www.wdl.org/en/item/381,ins_1,pub_127,972,bk,1805,12296
The Constitution of India,col_13,https://www.wdl.org/en/item/2672,ins_1,pub_290,342,bk,1950,1622
The Constitution of India,col_13,https://www.wdl.org/en/item/2672,ins_1,pub_290,342,bk,1950,13552
Ethnographic Map of the Balkan Peninsula,col_12,https://www.wdl.org/en/item/93,ins_1,pub_41,912,mp,1918,88
Ethnographic Map of the Balkan Peninsula,col_12,https://www.wdl.org/en/item/93,ins_1,pub_41,912,mp,1918,12018
Bacon's Standard Map of Europe,col_12,https://www.wdl.org/en/item/528,ins_1,pub_158,912,mp,1920,507
Bacon's Standard Map of Europe,col_12,https://www.wdl.org/en/item/528,ins_1,pub_158,912,mp,1920,12437
General Map of the Turkish War Theater,col_12,https://www.wdl.org/en/item/11737,ins_1,pub_144,912,mp,1916,10163
General Map of the Turkish War Theater,col_12,https://www.wdl.org/en/item/11737,ins_1,pub_144,912,mp,1916,22093
Mandate for Nauru,col_12,https://www.wdl.org/en/item/468,ins_1,pub_140,341,bk,1921,449
Mandate for Nauru,col_12,https://www.wdl.org/en/item/468,ins_1,pub_140,341,bk,1921,12379
German South-West Africa,col_12,https://www.wdl.org/en/item/666,ins_1,pub_189,551.968,bk,1898,636
German South-West Africa,col_12,https://www.wdl.org/en/item/666,ins_1,pub_189,551.968,bk,1898,12566
Contributions to the Geography of South-West Africa,col_12,https://www.wdl.org/en/item/2560,ins_1,pub_276,551.968,bk,1920/1921,1527
Contributions to the Geography of South-West Africa,col_12,https://www.wdl.org/en/item/2560,ins_1,pub_276,551.968,bk,1920/1921,13457
"The Tanganyika Territory (Formerly German East Africa), Characteristics and Potentialities",col_12,https://www.wdl.org/en/item/2568,ins_1,pub_280,916,bk,1920,1534
"The Tanganyika Territory (Formerly German East Africa), Characteristics and Potentialities",col_12,https://www.wdl.org/en/item/2568,ins_1,pub_280,916,bk,1920,13464
The Roumanian Question: The Roumanians and their Lands,col_12,https://www.wdl.org/en/item/7314,ins_1,pub_574,949,bk,1919,5923
The Roumanian Question: The Roumanians and their Lands,col_12,https://www.wdl.org/en/item/7314,ins_1,pub_574,949,bk,1919,17853
German Opinion on National Policy Prior to July 1914: Part II,col_12,https://www.wdl.org/en/item/9619,ins_1,pub_221,327.940,bk,1920,8210
German Opinion on National Policy Prior to July 1914: Part II,col_12,https://www.wdl.org/en/item/9619,ins_1,pub_221,327.940,bk,1920,20140
Mongolia,col_56,https://www.wdl.org/en/item/2381,ins_1,pub_221,915.951,bk,1920,1364
The Åland Islands,col_56,https://www.wdl.org/en/item/9147,ins_1,pub_221,327.948,bk,1920,7749
Alsace-Lorraine,col_56,https://www.wdl.org/en/item/9148,ins_1,pub_221,914.944,bk,1920,7750
"Austria, Hungary, Foreign Policy of Austria-Hungary",col_56,https://www.wdl.org/en/item/9149,ins_1,pub_221,327.943,bk,1920,7751
Austrian Silesia,col_56,https://www.wdl.org/en/item/9150,ins_1,pub_221,914.943,bk,1920,7752
Bavarian Palatinate,col_56,https://www.wdl.org/en/item/9151,ins_1,pub_221,914.943,bk,1920,7753
Bohemia and Moravia,col_56,https://www.wdl.org/en/item/9153,ins_1,pub_221,914.943,bk,1920,7755
Bosnia and Herzegovina,col_56,https://www.wdl.org/en/item/9154,ins_1,pub_221,914.949,bk,1920,7756
Caucasia,col_56,https://www.wdl.org/en/item/9155,ins_1,pub_221,327.947,bk,1920,7757
Dalmatia,col_56,https://www.wdl.org/en/item/9156,ins_1,pub_221,914.949,bk,1920,7758
The Don and Volga Basins,col_56,https://www.wdl.org/en/item/9157,ins_1,pub_221,914.947,bk,1920,7759
East and West Prussia,col_56,https://www.wdl.org/en/item/9158,ins_1,pub_221,914.947,bk,1920,7760
Eastern Siberia,col_56,https://www.wdl.org/en/item/9159,ins_1,pub_221,327.957,bk,1920,7761
Hungarian Ruthenia,col_56,https://www.wdl.org/en/item/9160,ins_1,pub_221,914.949,bk,1920,7762
The Kiel Canal and Heligoland,col_56,https://www.wdl.org/en/item/9161,ins_1,pub_221,386.943,bk,1920,7763
Lorraine and Saar Minefields,col_56,https://www.wdl.org/en/item/9162,ins_1,pub_221,622.914,bk,1920,7764
Macedonia,col_56,https://www.wdl.org/en/item/9163,ins_1,pub_221,915.949,bk,1920,7765
Montenegro,col_56,https://www.wdl.org/en/item/9165,ins_1,pub_221,914.949,bk,1920,7767
Sakhalin,col_56,https://www.wdl.org/en/item/9168,ins_1,pub_221,915.947,bk,1920,7770
Slovakia,col_56,https://www.wdl.org/en/item/9169,ins_1,pub_221,914.943,bk,1920,7771
The Slovenes,col_56,https://www.wdl.org/en/item/9170,ins_1,pub_221,914.949,bk,1920,7772
The Ukraine,col_56,https://www.wdl.org/en/item/9172,ins_1,pub_221,914.947,bk,1920,7773
Upper Silesia,col_56,https://www.wdl.org/en/item/9173,ins_1,pub_221,914.943,bk,1920,7774
Abyssinia,col_56,https://www.wdl.org/en/item/9174,ins_1,pub_221,327.963,bk,1920,7775
Austrian Poland,col_56,https://www.wdl.org/en/item/9175,ins_1,pub_221,914.943,bk,1920,7776
Bessarabia,col_56,https://www.wdl.org/en/item/9176,ins_1,pub_221,914.947,bk,1920,7777
Bukovina,col_56,https://www.wdl.org/en/item/9177,ins_1,pub_221,914.949,bk,1920,7778
"Carniola, Carinthia and Styria",col_56,https://www.wdl.org/en/item/9178,ins_1,pub_221,914.943,bk,1920,7779
"Courland, Livonia and Esthonia",col_56,https://www.wdl.org/en/item/9181,ins_1,pub_221,914.947,bk,1920,7780
Croatia-Slavonia and Fiume,col_56,https://www.wdl.org/en/item/9182,ins_1,pub_221,914.949,bk,1920,7781
German Colonization,col_56,https://www.wdl.org/en/item/9185,ins_1,pub_221,325.327,bk,1920,7782
The Jugo-Slav Movement,col_56,https://www.wdl.org/en/item/9187,ins_1,pub_221,306.949,bk,1920,7784
Luxemburg and Limburg,col_56,https://www.wdl.org/en/item/9188,ins_1,pub_221,327.949,bk,1920,7785
Neutrality of Belgium,col_56,https://www.wdl.org/en/item/9189,ins_1,pub_221,341.949,bk,1920,7786
"Poland: General Sketch of History, 1569-1815",col_56,https://www.wdl.org/en/item/9192,ins_1,pub_221,914.943,bk,1920,7789
Prussian Poland,col_56,https://www.wdl.org/en/item/9193,ins_1,pub_221,914.943,bk,1920,7790
Question of the Scheldt,col_56,https://www.wdl.org/en/item/9195,ins_1,pub_221,341.949,bk,1920,7791
Rumania,col_56,https://www.wdl.org/en/item/9196,ins_1,pub_221,914.949,bk,1920,7792
"Russian Poland, Lithuania and White Russia",col_56,https://www.wdl.org/en/item/9197,ins_1,pub_221,327.949,bk,1920,7793
Spitsbergen,col_56,https://www.wdl.org/en/item/9200,ins_1,pub_221,327.948,bk,1920,7796
Tibet,col_56,https://www.wdl.org/en/item/9201,ins_1,pub_221,915.951,bk,1920,7797
Transylvania and the Banat,col_56,https://www.wdl.org/en/item/9203,ins_1,pub_221,914.949,bk,1920,7799
Zionism,col_56,https://www.wdl.org/en/item/9204,ins_1,pub_221,296.321,bk,1920,7800
Anatolia,col_56,https://www.wdl.org/en/item/11766,ins_1,pub_221,915.956,bk,1920,10191
Arabia,col_56,https://www.wdl.org/en/item/11767,ins_1,pub_221,915.956,bk,1920,10192
Armenia and Kurdistan,col_56,https://www.wdl.org/en/item/11768,ins_1,pub_221,915.956,bk,1920,10193
France and the Levant,col_56,https://www.wdl.org/en/item/11769,ins_1,pub_221,327.956,bk,1920,10194
Turkey in Asia,col_56,https://www.wdl.org/en/item/11770,ins_1,pub_221,915.956,bk,1920,10195
Persian Gulf,col_56,https://www.wdl.org/en/item/11771,ins_1,pub_221,327.956,bk,1920,10196
Mohammedan History,col_56,https://www.wdl.org/en/item/11772,ins_1,pub_221,297.910,bk,1920,10197
Mesopotamia,col_56,https://www.wdl.org/en/item/11773,ins_1,pub_221,915.956,bk,1920,10198
Syria and Palestine,col_56,https://www.wdl.org/en/item/11774,ins_1,pub_221,915.956,bk,1920,10199
British Somaliland and Sokotra,col_56,https://www.wdl.org/en/item/11787,ins_1,pub_221,915.953,bk,1920,10212
Serbia,col_56,https://www.wdl.org/en/item/11860,ins_1,pub_221,914.949,bk,1920,10285
Greece with the Cyclades and Northern Sporades,col_56,https://www.wdl.org/en/item/11861,ins_1,pub_221,914.949,bk,1920,10286
Turkey in Europe,col_56,https://www.wdl.org/en/item/11862,ins_1,pub_221,915.956,bk,1920,10287
Holland,col_56,https://www.wdl.org/en/item/11863,ins_1,pub_221,914.949,bk,1920,10288
Spain,col_56,https://www.wdl.org/en/item/11864,ins_1,pub_221,914.946,bk,1920,10289
History of the Eastern Question,col_56,https://www.wdl.org/en/item/11865,ins_1,pub_221,327.947,bk,1920,10290
Finland,col_56,https://www.wdl.org/en/item/11866,ins_1,pub_221,914.948,bk,1920,10291
Albania,col_56,https://www.wdl.org/en/item/11867,ins_1,pub_221,914.949,bk,1920,10292
Belgium,col_56,https://www.wdl.org/en/item/11868,ins_1,pub_221,914.949,bk,1920,10293
Bulgaria,col_56,https://www.wdl.org/en/item/11869,ins_1,pub_221,914.949,bk,1920,10294
Dahomey,col_56,https://www.wdl.org/en/item/11870,ins_1,pub_221,916.966,bk,1920,10295
Japan,col_56,https://www.wdl.org/en/item/11871,ins_1,pub_221,915.952,bk,1920,10296
"The Congress of Vienna, 1814‒1815",col_56,https://www.wdl.org/en/item/11872,ins_1,pub_221,327.940,bk,1920,10297
Upper Senegal and Niger,col_56,https://www.wdl.org/en/item/11873,ins_1,pub_221,916.966,bk,1920,10298
Macao,col_56,https://www.wdl.org/en/item/11874,ins_1,pub_221,915.951,bk,1920,10299
Italian Libya,col_56,https://www.wdl.org/en/item/11875,ins_1,pub_221,916.961,bk,1920,10300
Italian Somaliland,col_56,https://www.wdl.org/en/item/11876,ins_1,pub_221,916.967,bk,1920,10301
Ivory Coast,col_56,https://www.wdl.org/en/item/11877,ins_1,pub_221,916.966,bk,1920,10302
Java and Madura,col_56,https://www.wdl.org/en/item/11878,ins_1,pub_221,919.959,bk,1920,10303
"Kenya, Uganda and Zanzibar",col_56,https://www.wdl.org/en/item/11879,ins_1,pub_221,916.967,bk,1920,10304
Kiaochow and Weihaiwei,col_56,https://www.wdl.org/en/item/11880,ins_1,pub_221,327.951,bk,1920,10305
Liberia,col_56,https://www.wdl.org/en/item/11881,ins_1,pub_221,916,bk,1920,10306
Islands of the Northern and Eastern Aegean,col_56,https://www.wdl.org/en/item/11882,ins_1,pub_221,914.949,bk,1920,10307
Introduction to the Guiana Colonies,col_56,https://www.wdl.org/en/item/11883,ins_1,pub_221,918.988,bk,1920,10308
French Somaliland,col_56,https://www.wdl.org/en/item/11884,ins_1,pub_221,916.967,bk,1920,10309
Gold Coast,col_56,https://www.wdl.org/en/item/11885,ins_1,pub_221,916.966,bk,1920,10310
Greenland,col_56,https://www.wdl.org/en/item/11886,ins_1,pub_221,919.998,bk,1920,10311
International Canals,col_56,https://www.wdl.org/en/item/11887,ins_1,pub_221,341,bk,1920,10312
International Congresses,col_56,https://www.wdl.org/en/item/11888,ins_1,pub_221,327.399,bk,1920,10313
International Rivers,col_56,https://www.wdl.org/en/item/11889,ins_1,pub_221,341.386,bk,1920,10314
"Malpelo, Cocos, and Easter Islands",col_56,https://www.wdl.org/en/item/11890,ins_1,pub_221,918.996,bk,1920,10315
French West Africa,col_56,https://www.wdl.org/en/item/11891,ins_1,pub_221,327.966,bk,1920,10316
Galápagos and Juan Fernández Islands,col_56,https://www.wdl.org/en/item/11892,ins_1,pub_221,918.986,bk,1920,10317
Gambia,col_56,https://www.wdl.org/en/item/11893,ins_1,pub_221,916.966,bk,1920,10318
German Opinion on National Policy Prior to July 1914: Part I,col_56,https://www.wdl.org/en/item/11894,ins_1,pub_221,327.940,bk,1920,10319
German Opinion on National Policy Since July 1914,col_56,https://www.wdl.org/en/item/11895,ins_1,pub_221,327.940,bk,1920,10320
Anglo-Egyptian Sudan,col_56,https://www.wdl.org/en/item/11896,ins_1,pub_221,916.962,bk,1920,10321
Angola (Including Cabinda),col_56,https://www.wdl.org/en/item/11897,ins_1,pub_221,916.967,bk,1920,10322
The Austrian Littoral,col_56,https://www.wdl.org/en/item/11898,ins_1,pub_221,914.949,bk,1920,10323
Azores and Madeira,col_56,https://www.wdl.org/en/item/11899,ins_1,pub_221,914.946,bk,1920,10324
Belgian Congo,col_56,https://www.wdl.org/en/item/11900,ins_1,pub_221,327.967,bk,1920,10325
British Guiana,col_56,https://www.wdl.org/en/item/11901,ins_1,pub_221,918.988,bk,1920,10326
British Honduras,col_56,https://www.wdl.org/en/item/11902,ins_1,pub_221,917.972,bk,1920,10327
British New Guinea (Papua),col_56,https://www.wdl.org/en/item/11903,ins_1,pub_221,919.995,bk,1920,10328
British Possessions in Oceania,col_56,https://www.wdl.org/en/item/11904,ins_1,pub_221,919.996,bk,1920,10329
British West Africa (General),col_56,https://www.wdl.org/en/item/11905,ins_1,pub_221,916.966,bk,1920,10330
Cameroon,col_56,https://www.wdl.org/en/item/11906,ins_1,pub_221,916.967,bk,1920,10331
Canary Islands,col_56,https://www.wdl.org/en/item/11907,ins_1,pub_221,914.946,bk,1920,10332
Cape Verde Islands,col_56,https://www.wdl.org/en/item/11908,ins_1,pub_221,916.966,bk,1920,10333
Celebes,col_56,https://www.wdl.org/en/item/11909,ins_1,pub_221,915.959,bk,1920,10334
China,col_56,https://www.wdl.org/en/item/11910,ins_1,pub_221,915.951,bk,1920,10335
"The Congress of Berlin, 1878",col_56,https://www.wdl.org/en/item/11911,ins_1,pub_221,327.949,bk,1920,10336
Cyprus,col_56,https://www.wdl.org/en/item/11912,ins_1,pub_221,914.956,bk,1920,10337
Discoveries and Acquisitions in the Pacific,col_56,https://www.wdl.org/en/item/11913,ins_1,pub_221,327,bk,1920,10338
Dutch Borneo,col_56,https://www.wdl.org/en/item/11914,ins_1,pub_221,915.959,bk,1920,10339
Dutch Guiana,col_56,https://www.wdl.org/en/item/11915,ins_1,pub_221,918.988,bk,1920,10340
Dutch Timor and the Lesser Sunda Islands,col_56,https://www.wdl.org/en/item/11916,ins_1,pub_221,915.959,bk,1920,10341
Eritrea,col_56,https://www.wdl.org/en/item/11917,ins_1,pub_221,916.963,bk,1920,10342
Dutch New Guinea and the Molucca Islands,col_56,https://www.wdl.org/en/item/11918,ins_1,pub_221,915.959,bk,1920,10343
"European Coalitions, Alliances, and Ententes Since 1792",col_56,https://www.wdl.org/en/item/11919,ins_1,pub_221,327,bk,1920,10344
Falkland Islands and Kerguelen,col_56,https://www.wdl.org/en/item/11920,ins_1,pub_221,997.998,bk,1920,10345
The Formation of the Portuguese Colonial Empire,col_56,https://www.wdl.org/en/item/11921,ins_1,pub_221,325.327,bk,1920,10346
Former German Possessions in Oceania,col_56,https://www.wdl.org/en/item/11922,ins_1,pub_221,325.996,bk,1920,10347
The Freedom of the Seas,col_56,https://www.wdl.org/en/item/11923,ins_1,pub_221,327.341,bk,1920,10348
French Guiana,col_56,https://www.wdl.org/en/item/11924,ins_1,pub_221,918.988,bk,1920,10349
French Equatorial Africa,col_56,https://www.wdl.org/en/item/11925,ins_1,pub_221,916.967,bk,1920,10350
French Guinea,col_56,https://www.wdl.org/en/item/11926,ins_1,pub_221,916.966,bk,1920,10351
French Possessions in India,col_56,https://www.wdl.org/en/item/11927,ins_1,pub_221,325.954,bk,1920,10352
French Morocco,col_56,https://www.wdl.org/en/item/11928,ins_1,pub_221,916.964,bk,1920,10353
French Indo-China,col_56,https://www.wdl.org/en/item/11929,ins_1,pub_221,915.959,bk,1920,10354
French Possessions in Oceania,col_56,https://www.wdl.org/en/item/11930,ins_1,pub_221,325.996,bk,1920,10355
Schemes for Maintaining General Peace,col_56,https://www.wdl.org/en/item/11931,ins_1,pub_221,327.341,bk,1920,10356
Schleswig-Holstein,col_56,https://www.wdl.org/en/item/11932,ins_1,pub_221,914.943,bk,1920,10357
Senegal,col_56,https://www.wdl.org/en/item/11933,ins_1,pub_221,916.966,bk,1920,10358
Saint-Pierre and Miquelon,col_56,https://www.wdl.org/en/item/11934,ins_1,pub_221,917.971,bk,1920,10359
San Thomé and Principe,col_56,https://www.wdl.org/en/item/11935,ins_1,pub_221,916.967,bk,1920,10360
Portuguese Timor,col_56,https://www.wdl.org/en/item/11936,ins_1,pub_221,915.959,bk,1920,10361
President Wilson's Policy,col_56,https://www.wdl.org/en/item/11937,ins_1,pub_221,327.940,bk,1920,10362
Portuguese Guinea,col_56,https://www.wdl.org/en/item/11938,ins_1,pub_221,916.966,bk,1920,10363
Portuguese Possessions in India,col_56,https://www.wdl.org/en/item/11939,ins_1,pub_221,915.954,bk,1920,10364
Plebiscite and Referendum,col_56,https://www.wdl.org/en/item/11940,ins_1,pub_221,323.342,bk,1920,10365
Nyasaland,col_56,https://www.wdl.org/en/item/11941,ins_1,pub_221,916.968,bk,1920,10366
Partition of Africa,col_56,https://www.wdl.org/en/item/11942,ins_1,pub_221,325.916,bk,1920,10367
New Hebrides,col_56,https://www.wdl.org/en/item/11943,ins_1,pub_221,327.919,bk,1920,10368
Nigeria,col_56,https://www.wdl.org/en/item/11944,ins_1,pub_221,916.966,bk,1920,10369
Mozambique,col_56,https://www.wdl.org/en/item/11945,ins_1,pub_221,916.967,bk,1920,10370
Mauretania,col_56,https://www.wdl.org/en/item/11946,ins_1,pub_221,916.966,bk,1920,10371
Manchuria,col_56,https://www.wdl.org/en/item/11947,ins_1,pub_221,915.951,bk,1920,10372
Siam,col_56,https://www.wdl.org/en/item/11948,ins_1,pub_221,915.959,bk,1920,10373
Sierra Leone,col_56,https://www.wdl.org/en/item/11949,ins_1,pub_221,916.966,bk,1920,10374
South-West Africa,col_56,https://www.wdl.org/en/item/11950,ins_1,pub_221,916.968,bk,1920,10375
Spanish Guinea,col_56,https://www.wdl.org/en/item/11951,ins_1,pub_221,916.967,bk,1920,10376
Spanish Morocco,col_56,https://www.wdl.org/en/item/11952,ins_1,pub_221,916.964,bk,1920,10377
Spanish Sahara,col_56,https://www.wdl.org/en/item/11953,ins_1,pub_221,916.966,bk,1920,10378
Sumatra,col_56,https://www.wdl.org/en/item/11954,ins_1,pub_221,915.959,bk,1920,10379
Tanganyika (German East Africa),col_56,https://www.wdl.org/en/item/11955,ins_1,pub_221,916.967,bk,1920,10380
Togoland,col_56,https://www.wdl.org/en/item/11956,ins_1,pub_221,916.966,bk,1920,10381
Treatment of Natives in the German Colonies,col_56,https://www.wdl.org/en/item/11957,ins_1,pub_221,323.968,bk,1920,10382
Trentino and Alto Adige,col_56,https://www.wdl.org/en/item/11958,ins_1,pub_221,914.945,bk,1920,10383
Rhenish Prussia,col_56,https://www.wdl.org/en/item/11959,ins_1,pub_221,914.943,bk,1920,10384
Indemnities of War: Subsidies and Loans,col_56,https://www.wdl.org/en/item/11960,ins_1,pub_221,332.940,bk,1920,10385
Mongolia,col_56,https://www.wdl.org/en/item/2381,ins_1,pub_221,915.951,bk,1920,13294
The Åland Islands,col_56,https://www.wdl.org/en/item/9147,ins_1,pub_221,327.948,bk,1920,19679
Alsace-Lorraine,col_56,https://www.wdl.org/en/item/9148,ins_1,pub_221,914.944,bk,1920,19680
"Austria, Hungary, Foreign Policy of Austria-Hungary",col_56,https://www.wdl.org/en/item/9149,ins_1,pub_221,327.943,bk,1920,19681
Austrian Silesia,col_56,https://www.wdl.org/en/item/9150,ins_1,pub_221,914.943,bk,1920,19682
Bavarian Palatinate,col_56,https://www.wdl.org/en/item/9151,ins_1,pub_221,914.943,bk,1920,19683
Bohemia and Moravia,col_56,https://www.wdl.org/en/item/9153,ins_1,pub_221,914.943,bk,1920,19685
Bosnia and Herzegovina,col_56,https://www.wdl.org/en/item/9154,ins_1,pub_221,914.949,bk,1920,19686
Caucasia,col_56,https://www.wdl.org/en/item/9155,ins_1,pub_221,327.947,bk,1920,19687
Dalmatia,col_56,https://www.wdl.org/en/item/9156,ins_1,pub_221,914.949,bk,1920,19688
