title,col,wdl_url,ins_key,pub_key,dewey_dec_code,type_id,date,item_id
"Jordan and Brother, Wholesale Grocers. Number 121 North Third Street, Philadelphia",col_146,https://www.wdl.org/en/item/9322,ins_83,pub_698,381.974,prph,1846-12/1850,7916
"Joseph Feinour and Son Stove Store and Joseph Feinour''s Tin, Copper Brass and Iron Ware-House. 213-215 South Front Street, Philadelphia",col_146,https://www.wdl.org/en/item/9323,ins_83,pub_698,381.974,prph,1846-08,7917
"Lockwood and Smith, Importers and Dealers China, Glass and Queensware, 7 South Fourth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9324,ins_83,pub_698,381.974,prph,1846-10,7918
"Robert Shoemaker''s Wholesale and Retail Drugstore, Southwest Corner of Second and Green Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9327,ins_83,pub_698,381.974,prph,1846-12,7921
"Womrath and Neville, Manufactory of Fringes, Tassels, Cords & c. and George F. Womrath, Fur Store, 15 and 13 North Fourth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9329,ins_83,pub_698,381.974,prph,1846-12,7923
"Keyser & Foxe''s Mahogany Steam Saw Mill & Turning Shop, Number 21 Crown Street between Race & Vine Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9338,ins_83,pub_698,674.974,prph,1847-08,7932
"Garden and Brown, Silk and Fur Hat Manufactory. 196 Market Street, Philadelphia",col_146,https://www.wdl.org/en/item/9345,ins_83,pub_698,381.974,prph,1847-08,7939
"Patent Improved Lead Pipe Sheet Lead and Composition Gas Tubes, Manufactured by Tatham & Brothers, Office 15 Minor Street, Philadelphia, and 249 Water Street, New York",col_146,https://www.wdl.org/en/item/9354,ins_83,pub_698,670.974,prph,1847-08,7948
"T. Sharpless and Sons, Wholesale Ware Room, Clothes, Cassimeres, Merinoes, Silks and Vestings. Pekin Tea Company and Tea Room. South Second Street and Trotter''s Alley, Philadelphia",col_146,https://www.wdl.org/en/item/9388,ins_83,pub_698,381.974,prph,1846-09,7981
"H. B. McCalla, Successor to the Late Andrew McCalla. Number 252 Market Street. First Hat and Cap Store below 8th Street, South Side, Philadelphia",col_146,https://www.wdl.org/en/item/9405,ins_83,pub_698,687.974,prph,1852,7998
Tabernacle Methodist Episcopal Church. 11th Street above Jefferson Street Philadelphia,col_146,https://www.wdl.org/en/item/9443,ins_83,pub_698,726.974,prph,1854,8036
"Price and Harper''s Steam Saw Mill, Fancy Chair Manufactory, and Lumber Yard, Girard Avenue, between Seventh and Eighth, Philadelphia",col_146,https://www.wdl.org/en/item/9452,ins_83,pub_698,674.974,prph,1855,8045
"Jones and Company of the Crescent One Price Clothing Store. Number 200 Market Street above 6th Street, Philadelphia",col_146,https://www.wdl.org/en/item/9454,ins_83,pub_698,381.974,prph,1855,8047
"Wright, Hunter and Company. Southwest Corner of Ninth and Walnut Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9455,ins_83,pub_698,381.974,prph,1858-12-11,8048
"Cornelius & Baker, Manufacturers of Lamps, Chandeliers, Gas Fixtures, Et cetera. Columbia Avenue & Fifth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9470,ins_83,pub_698,670.974,prph,1856,8062
"Cornelius & Baker, 181 Cherry Street, Philadelphia. Manufacturers of Lamps, Gas Fixtures, Et cetera",col_146,https://www.wdl.org/en/item/9471,ins_83,pub_698,670.974,prph,1856,8063
"Joseph Ripka''s Mills. Manayunk, 21st Ward, Philadelphia. Manufacturer of All Description of Plain and Fancy Cottonades for Men and Boy''s Clothing. Warehouse at 32 South Front Street",col_146,https://www.wdl.org/en/item/9472,ins_83,pub_698,677.974,prph,1856,8064
"William W. Clark, Drug and Chemical Warehouse, 16 North Fifth Street, Philadelphia. Drugs, Medicines, Chemicals, Glass, & Et cetera. Paint, Oil, and Glass, English, French, German, & Mediterranean Drugs",col_146,https://www.wdl.org/en/item/9479,ins_83,pub_698,381.974,prph,1847-06,8071
"Harrison Brothers'' White Lead Works and Chemical Laboratory, Philadelphia",col_146,https://www.wdl.org/en/item/9480,ins_83,pub_698,661.974,prph,1847-08,8072
"Rockhill & Wilson, Tailors & Clothiers of Men & Boys Wear, Numbers 205 & 207 Chestnut Street & 28 South 6th Street",col_146,https://www.wdl.org/en/item/9508,ins_83,pub_698,381.974,prph,1857,8099
"Conrad & Roberts Hardware & Cutlery, 123 North Third Street, Philadelphia",col_146,https://www.wdl.org/en/item/9306,ins_83,pub_698,381.974,prph,1846-12,19830
"View of Robert Buist''s City Nursery and Greenhouses. Number 140 South Twelfth Street, Philadelphia, 1846",col_146,https://www.wdl.org/en/item/9314,ins_83,pub_698,338.974,prph,1846,19838
"Jordan and Brother, Wholesale Grocers. Number 121 North Third Street, Philadelphia",col_146,https://www.wdl.org/en/item/9322,ins_83,pub_698,381.974,prph,1846-12/1850,19846
"Joseph Feinour and Son Stove Store and Joseph Feinour''s Tin, Copper Brass and Iron Ware-House. 213-215 South Front Street, Philadelphia",col_146,https://www.wdl.org/en/item/9323,ins_83,pub_698,381.974,prph,1846-08,19847
"Lockwood and Smith, Importers and Dealers China, Glass and Queensware, 7 South Fourth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9324,ins_83,pub_698,381.974,prph,1846-10,19848
"Robert Shoemaker''s Wholesale and Retail Drugstore, Southwest Corner of Second and Green Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9327,ins_83,pub_698,381.974,prph,1846-12,19851
"Womrath and Neville, Manufactory of Fringes, Tassels, Cords & c. and George F. Womrath, Fur Store, 15 and 13 North Fourth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9329,ins_83,pub_698,381.974,prph,1846-12,19853
"Keyser & Foxe''s Mahogany Steam Saw Mill & Turning Shop, Number 21 Crown Street between Race & Vine Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9338,ins_83,pub_698,674.974,prph,1847-08,19862
"Garden and Brown, Silk and Fur Hat Manufactory. 196 Market Street, Philadelphia",col_146,https://www.wdl.org/en/item/9345,ins_83,pub_698,381.974,prph,1847-08,19869
"Patent Improved Lead Pipe Sheet Lead and Composition Gas Tubes, Manufactured by Tatham & Brothers, Office 15 Minor Street, Philadelphia, and 249 Water Street, New York",col_146,https://www.wdl.org/en/item/9354,ins_83,pub_698,670.974,prph,1847-08,19878
"T. Sharpless and Sons, Wholesale Ware Room, Clothes, Cassimeres, Merinoes, Silks and Vestings. Pekin Tea Company and Tea Room. South Second Street and Trotter''s Alley, Philadelphia",col_146,https://www.wdl.org/en/item/9388,ins_83,pub_698,381.974,prph,1846-09,19911
"H. B. McCalla, Successor to the Late Andrew McCalla. Number 252 Market Street. First Hat and Cap Store below 8th Street, South Side, Philadelphia",col_146,https://www.wdl.org/en/item/9405,ins_83,pub_698,687.974,prph,1852,19928
Tabernacle Methodist Episcopal Church. 11th Street above Jefferson Street Philadelphia,col_146,https://www.wdl.org/en/item/9443,ins_83,pub_698,726.974,prph,1854,19966
"Price and Harper''s Steam Saw Mill, Fancy Chair Manufactory, and Lumber Yard, Girard Avenue, between Seventh and Eighth, Philadelphia",col_146,https://www.wdl.org/en/item/9452,ins_83,pub_698,674.974,prph,1855,19975
"Jones and Company of the Crescent One Price Clothing Store. Number 200 Market Street above 6th Street, Philadelphia",col_146,https://www.wdl.org/en/item/9454,ins_83,pub_698,381.974,prph,1855,19977
"Wright, Hunter and Company. Southwest Corner of Ninth and Walnut Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9455,ins_83,pub_698,381.974,prph,1858-12-11,19978
"Cornelius & Baker, Manufacturers of Lamps, Chandeliers, Gas Fixtures, Et cetera. Columbia Avenue & Fifth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9470,ins_83,pub_698,670.974,prph,1856,19992
"Cornelius & Baker, 181 Cherry Street, Philadelphia. Manufacturers of Lamps, Gas Fixtures, Et cetera",col_146,https://www.wdl.org/en/item/9471,ins_83,pub_698,670.974,prph,1856,19993
"Joseph Ripka''s Mills. Manayunk, 21st Ward, Philadelphia. Manufacturer of All Description of Plain and Fancy Cottonades for Men and Boy''s Clothing. Warehouse at 32 South Front Street",col_146,https://www.wdl.org/en/item/9472,ins_83,pub_698,677.974,prph,1856,19994
"William W. Clark, Drug and Chemical Warehouse, 16 North Fifth Street, Philadelphia. Drugs, Medicines, Chemicals, Glass, & Et cetera. Paint, Oil, and Glass, English, French, German, & Mediterranean Drugs",col_146,https://www.wdl.org/en/item/9479,ins_83,pub_698,381.974,prph,1847-06,20001
"Harrison Brothers'' White Lead Works and Chemical Laboratory, Philadelphia",col_146,https://www.wdl.org/en/item/9480,ins_83,pub_698,661.974,prph,1847-08,20002
"Rockhill & Wilson, Tailors & Clothiers of Men & Boys Wear, Numbers 205 & 207 Chestnut Street & 28 South 6th Street",col_146,https://www.wdl.org/en/item/9508,ins_83,pub_698,381.974,prph,1857,20029
"Wetherill''s White Lead, Red Lead, Chemical Glass, Drug & Dye Stuff Store. Old Stand 65 North Front Street East Side, Three Doors South of Arch Street",col_146,https://www.wdl.org/en/item/9308,ins_83,pub_700,381.974,prph,1845,7902
"William Dunlaps'' Coach Manufactory and Repository, Number 169 North Fifth Street. Philadelphia",col_146,https://www.wdl.org/en/item/9482,ins_83,pub_700,680.974,prph,1847-05,8074
"Wetherill''s White Lead, Red Lead, Chemical Glass, Drug & Dye Stuff Store. Old Stand 65 North Front Street East Side, Three Doors South of Arch Street",col_146,https://www.wdl.org/en/item/9308,ins_83,pub_700,381.974,prph,1845,19832
"William Dunlaps'' Coach Manufactory and Repository, Number 169 North Fifth Street. Philadelphia",col_146,https://www.wdl.org/en/item/9482,ins_83,pub_700,680.974,prph,1847-05,20004
"Dickson and Company. Watches, Fine Cutlery, Jewelry",col_146,https://www.wdl.org/en/item/9310,ins_83,pub_701,381.974,prph,1840,7904
"Al-Iraq, Number 349, July 20, 1921",col_163,https://www.wdl.org/en/item/10445,ins_11,pub_879,079.956,np,7872,8877
"J. and J. Reakirt, Wholesale Drug Warehouse: Drugs, Chemicals, Paints, and Dye-Stuffs. Southeastern Corner of Third and Callowhill Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9330,ins_83,pub_701,381.974,prph,1846-11,7924
"Jacob Emerick''s Wholesale and Retail China, Glass, and Queensware. Number 215, North Third Street, Philadelphia",col_146,https://www.wdl.org/en/item/9331,ins_83,pub_701,381.974,prph,1846-10,7925
"Joseph Oat and Son, Coppersmiths. Number 12 Quarry Street, Philadelphia",col_146,https://www.wdl.org/en/item/9384,ins_83,pub_701,671.974,prph,1847-08,7977
"Dickson and Company. Watches, Fine Cutlery, Jewelry",col_146,https://www.wdl.org/en/item/9310,ins_83,pub_701,381.974,prph,1840,19834
"J. and J. Reakirt, Wholesale Drug Warehouse: Drugs, Chemicals, Paints, and Dye-Stuffs. Southeastern Corner of Third and Callowhill Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9330,ins_83,pub_701,381.974,prph,1846-11,19854
"Jacob Emerick''s Wholesale and Retail China, Glass, and Queensware. Number 215, North Third Street, Philadelphia",col_146,https://www.wdl.org/en/item/9331,ins_83,pub_701,381.974,prph,1846-10,19855
"Joseph Oat and Son, Coppersmiths. Number 12 Quarry Street, Philadelphia",col_146,https://www.wdl.org/en/item/9384,ins_83,pub_701,671.974,prph,1847-08,19907
"A.L. Knight and Company''s Patent Paper Machine Manufactory. Fifteenth and Willow Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9312,ins_83,pub_702,676.974,prph,1847-08,7906
"A.L. Knight and Company''s Patent Paper Machine Manufactory. Fifteenth and Willow Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9312,ins_83,pub_702,676.974,prph,1847-08,19836
"William Newell''s Grocery Store. Number 3 South Water Street, Philadelphia",col_146,https://www.wdl.org/en/item/9315,ins_83,pub_703,381.974,prph,1846-12,7909
Pennsylvania Institution for the Deaf and Dumb,col_146,https://www.wdl.org/en/item/9531,ins_83,pub_703,362.727,prph,1851,8122
"William Newell''s Grocery Store. Number 3 South Water Street, Philadelphia",col_146,https://www.wdl.org/en/item/9315,ins_83,pub_703,381.974,prph,1846-12,19839
Pennsylvania Institution for the Deaf and Dumb,col_146,https://www.wdl.org/en/item/9531,ins_83,pub_703,362.727,prph,1851,20052
"Newmarket Hardware, Cutlery and Nail Store",col_146,https://www.wdl.org/en/item/9316,ins_83,pub_704,381.725,prph,1846-08,7910
"Newmarket Hardware, Cutlery and Nail Store",col_146,https://www.wdl.org/en/item/9316,ins_83,pub_704,381.725,prph,1846-08,19840
"George Mecke, Cabinet Maker and Upholsterer. Number 355, North Second Street, Nearly Opposite Tammany Street, Philadelphia",col_146,https://www.wdl.org/en/item/9319,ins_83,pub_706,381.974,prph,1846-10/1847,7913
"John Bancroft, Jr., Soap and Candle Manufactory, 19 Wood Street between Second & Third Streets & Vine & Callowhill Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9337,ins_83,pub_706,381.974,prph,1847-06,7931
"J.E. and B. Schell. City Marble Works and Steam Mantel Factory. Corner of Tenth and Vine Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9439,ins_83,pub_706,338.974,prph,1854,8032
"George Mecke, Cabinet Maker and Upholsterer. Number 355, North Second Street, Nearly Opposite Tammany Street, Philadelphia",col_146,https://www.wdl.org/en/item/9319,ins_83,pub_706,381.974,prph,1846-10/1847,19843
"John Bancroft, Jr., Soap and Candle Manufactory, 19 Wood Street between Second & Third Streets & Vine & Callowhill Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9337,ins_83,pub_706,381.974,prph,1847-06,19861
"J.E. and B. Schell. City Marble Works and Steam Mantel Factory. Corner of Tenth and Vine Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9439,ins_83,pub_706,338.974,prph,1854,19962
"John Horn, Drugs and Chemical Store. Northeast Corner of Third and Brown Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9320,ins_83,pub_699,381.974,prph,1846-11/1850,7914
"J. Hartman''s Biscuit Bakery. Number 90 Penn Street, Philadelphia",col_146,https://www.wdl.org/en/item/9347,ins_83,pub_699,664.974,prph,1846/1847-08,7941
"William P. Cresson''s Foundry, Willow above Thirteenth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9377,ins_83,pub_699,672.974,prph,1847-08/1849,7970
"John Horn, Drugs and Chemical Store. Northeast Corner of Third and Brown Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9320,ins_83,pub_699,381.974,prph,1846-11/1850,19844
"J. Hartman''s Biscuit Bakery. Number 90 Penn Street, Philadelphia",col_146,https://www.wdl.org/en/item/9347,ins_83,pub_699,664.974,prph,1846/1847-08,19871
"William P. Cresson''s Foundry, Willow above Thirteenth Street, Philadelphia",col_146,https://www.wdl.org/en/item/9377,ins_83,pub_699,672.974,prph,1847-08/1849,19900
"Charles C. Oat''s Lamp Store. Number 32 North Second Street, Philadelphia",col_146,https://www.wdl.org/en/item/9321,ins_83,pub_707,381.974,prph,1848,7915
"McNeely & Company, Manufacturers of Morocco, Buckskin & Chamois, White Leather, Bark Tanned, Sheep, Calf & Deer Skins, Parchment, Vellum, Et cetera. 64 North 4th Street below Arch Street near the Merchants Hotel, Philadelphia",col_146,https://www.wdl.org/en/item/9501,ins_83,pub_707,675.974,prph,1860,8092
"Henry Adolph, Manufacturer of Furniture, Wholesale and Retail. Warerooms Number 36 North Second Street, One Door above the Christ Church, Philadelphia",col_146,https://www.wdl.org/en/item/9521,ins_83,pub_707,670.974,prph,1860,8112
"Charles C. Oat''s Lamp Store. Number 32 North Second Street, Philadelphia",col_146,https://www.wdl.org/en/item/9321,ins_83,pub_707,381.974,prph,1848,19845
"McNeely & Company, Manufacturers of Morocco, Buckskin & Chamois, White Leather, Bark Tanned, Sheep, Calf & Deer Skins, Parchment, Vellum, Et cetera. 64 North 4th Street below Arch Street near the Merchants Hotel, Philadelphia",col_146,https://www.wdl.org/en/item/9501,ins_83,pub_707,675.974,prph,1860,20022
"Henry Adolph, Manufacturer of Furniture, Wholesale and Retail. Warerooms Number 36 North Second Street, One Door above the Christ Church, Philadelphia",col_146,https://www.wdl.org/en/item/9521,ins_83,pub_707,670.974,prph,1860,20042
"T. Wattson and Sons, Biscuit Bakery, 129 North Front Street, Philadelphia",col_146,https://www.wdl.org/en/item/9328,ins_83,pub_705,664.974,prph,1846-08,7922
"A. H. Eckhardt Soap and Candle Manufactory, Number 326 North Second Street, Philadelphia",col_146,https://www.wdl.org/en/item/9339,ins_83,pub_705,381.974,prph,1847-08,7933
Savery and Company Iron Hollow Ware Foundry,col_146,https://www.wdl.org/en/item/9352,ins_83,pub_705,672.974,prph,1847-08,7946
"John Baird, Steam Marble Works. Ridge Road Northwest of Spring Garden Street, Philadelphia",col_146,https://www.wdl.org/en/item/9369,ins_83,pub_705,338.974,prph,1848,7962
"T. Wattson and Sons, Biscuit Bakery, 129 North Front Street, Philadelphia",col_146,https://www.wdl.org/en/item/9328,ins_83,pub_705,664.974,prph,1846-08,19852
"A. H. Eckhardt Soap and Candle Manufactory, Number 326 North Second Street, Philadelphia",col_146,https://www.wdl.org/en/item/9339,ins_83,pub_705,381.974,prph,1847-08,19863
Savery and Company Iron Hollow Ware Foundry,col_146,https://www.wdl.org/en/item/9352,ins_83,pub_705,672.974,prph,1847-08,19876
"John Baird, Steam Marble Works. Ridge Road Northwest of Spring Garden Street, Philadelphia",col_146,https://www.wdl.org/en/item/9369,ins_83,pub_705,338.974,prph,1848,19892
"Ritter Cotterell and Ritter, Wholesale Drug and Chemical Warehouse. Paints, Oils, Glass and Dye Stuffs. 132 North Third Street, Corner of Branch Street, Philadelphia",col_146,https://www.wdl.org/en/item/9332,ins_83,pub_708,381.974,prph,1846-12,7926
"William H. Horstmann & Sons, Number 51, North Third Street, Philadelphia, Manufacturers and Importers of Military Goods",col_146,https://www.wdl.org/en/item/9380,ins_83,pub_708,381.974,prph,1846-08,7973
Humane Society of Philadelphia,col_146,https://www.wdl.org/en/item/9389,ins_83,pub_708,362.974,prph,1850,7982
Philadelphia Cemetery on the Passyunk Road,col_146,https://www.wdl.org/en/item/9390,ins_83,pub_708,393.974,prph,1850,7983
Stand Pipe for West Philadelphia Water Works,col_146,https://www.wdl.org/en/item/9411,ins_83,pub_708,628.974,prph,1853,8004
"Exterior View and Interior View of the Temporary Hedding Methodist Episcopal Church. Situated on the Southeast Corner of Coates and Sixteenth Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9442,ins_83,pub_708,726.974,prph,1854,8035
"Rowley, Ashburner and Company''s Oil, Alcohol, Fluid and Pine Oil Works. Kensington Screw Dock, Penn Street above Maiden, Philadelphia",col_146,https://www.wdl.org/en/item/9453,ins_83,pub_708,665.974,prph,1855,8046
"Eagle Hotel. Number 139 North 3rd Street, Philadelphia",col_146,https://www.wdl.org/en/item/9457,ins_83,pub_708,728.974,prph,1855,8050
Isaac Koons Sugar Refinery and Rock Candy Manufactory,col_146,https://www.wdl.org/en/item/9481,ins_83,pub_708,664.974,prph,1847-08,8073
"Wm. B. Eltonhead, Dealer in All Kinds of Watches, and Manufacturer of All Kinds of Jewelry and Silver Ware. 184 South Second Street, Between Pine and Union Streets, West Side, Philadelphia",col_146,https://www.wdl.org/en/item/9491,ins_83,pub_708,381.974,prph,1855,8083
"Union Volunteer Refreshment Saloon, of Philadelphia",col_146,https://www.wdl.org/en/item/9524,ins_83,pub_708,974,prph,1863,8115
"Ritter Cotterell and Ritter, Wholesale Drug and Chemical Warehouse. Paints, Oils, Glass and Dye Stuffs. 132 North Third Street, Corner of Branch Street, Philadelphia",col_146,https://www.wdl.org/en/item/9332,ins_83,pub_708,381.974,prph,1846-12,19856
"William H. Horstmann & Sons, Number 51, North Third Street, Philadelphia, Manufacturers and Importers of Military Goods",col_146,https://www.wdl.org/en/item/9380,ins_83,pub_708,381.974,prph,1846-08,19903
Humane Society of Philadelphia,col_146,https://www.wdl.org/en/item/9389,ins_83,pub_708,362.974,prph,1850,19912
Philadelphia Cemetery on the Passyunk Road,col_146,https://www.wdl.org/en/item/9390,ins_83,pub_708,393.974,prph,1850,19913
Stand Pipe for West Philadelphia Water Works,col_146,https://www.wdl.org/en/item/9411,ins_83,pub_708,628.974,prph,1853,19934
"Exterior View and Interior View of the Temporary Hedding Methodist Episcopal Church. Situated on the Southeast Corner of Coates and Sixteenth Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9442,ins_83,pub_708,726.974,prph,1854,19965
"Rowley, Ashburner and Company''s Oil, Alcohol, Fluid and Pine Oil Works. Kensington Screw Dock, Penn Street above Maiden, Philadelphia",col_146,https://www.wdl.org/en/item/9453,ins_83,pub_708,665.974,prph,1855,19976
"Eagle Hotel. Number 139 North 3rd Street, Philadelphia",col_146,https://www.wdl.org/en/item/9457,ins_83,pub_708,728.974,prph,1855,19980
Isaac Koons Sugar Refinery and Rock Candy Manufactory,col_146,https://www.wdl.org/en/item/9481,ins_83,pub_708,664.974,prph,1847-08,20003
"Wm. B. Eltonhead, Dealer in All Kinds of Watches, and Manufacturer of All Kinds of Jewelry and Silver Ware. 184 South Second Street, Between Pine and Union Streets, West Side, Philadelphia",col_146,https://www.wdl.org/en/item/9491,ins_83,pub_708,381.974,prph,1855,20013
"Union Volunteer Refreshment Saloon, of Philadelphia",col_146,https://www.wdl.org/en/item/9524,ins_83,pub_708,974,prph,1863,20045
"J.C. Jenkins and Company, Grocery and Tea Store, Southwest Corner of Chestnut and 12th Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9340,ins_83,pub_709,381.725,prph,1847-08,7934
"J.C. Jenkins and Company, Grocery and Tea Store, Southwest Corner of Chestnut and 12th Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9340,ins_83,pub_709,381.725,prph,1847-08,19864
Athenaeum,col_146,https://www.wdl.org/en/item/9342,ins_83,pub_710,725.974,prph,1847,7936
Friends' Alms-House,col_146,https://www.wdl.org/en/item/9421,ins_83,pub_710,362.728,prph,1841,8014
Athenaeum,col_146,https://www.wdl.org/en/item/9342,ins_83,pub_710,725.974,prph,1847,19866
Friends' Alms-House,col_146,https://www.wdl.org/en/item/9421,ins_83,pub_710,362.728,prph,1841,19944
Public Baths. Thomas E. J. Kerrison's Arcade-Baths,col_146,https://www.wdl.org/en/item/9350,ins_83,pub_711,725.974,prph,1845/1847-08,7944
"Robert Wood''s Steam Iron Railing Works, Ridge Road Above Buttonwood Street, Philadelphia",col_146,https://www.wdl.org/en/item/9351,ins_83,pub_711,672.974,prph,1847-04,7945
"Thomas Minford Wholesale and Retail Grocery and Tea Warehouse, South West Corner of Second and Walnut Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9355,ins_83,pub_711,381.974,prph,1847-06,7949
"Warnick & Leibrandt''s Philadelphia Stove Works and Hollow-Ware Foundry. First Wharf above Noble Street, Philadelphia",col_146,https://www.wdl.org/en/item/9387,ins_83,pub_711,672.974,prph,1850,7980
Public Baths. Thomas E. J. Kerrison's Arcade-Baths,col_146,https://www.wdl.org/en/item/9350,ins_83,pub_711,725.974,prph,1845/1847-08,19874
"Robert Wood''s Steam Iron Railing Works, Ridge Road Above Buttonwood Street, Philadelphia",col_146,https://www.wdl.org/en/item/9351,ins_83,pub_711,672.974,prph,1847-04,19875
"Thomas Minford Wholesale and Retail Grocery and Tea Warehouse, South West Corner of Second and Walnut Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9355,ins_83,pub_711,381.974,prph,1847-06,19879
"Warnick & Leibrandt''s Philadelphia Stove Works and Hollow-Ware Foundry. First Wharf above Noble Street, Philadelphia",col_146,https://www.wdl.org/en/item/9387,ins_83,pub_711,672.974,prph,1850,19910
"Western Paper Hangings Establishment, 501 Market Street, Philadelphia",col_146,https://www.wdl.org/en/item/9356,ins_83,pub_712,381.974,prph,1847-06,7950
"Western Paper Hangings Establishment, 501 Market Street, Philadelphia",col_146,https://www.wdl.org/en/item/9356,ins_83,pub_712,381.974,prph,1847-06,19880
Penn Hotel & Denny's Harness Shop,col_146,https://www.wdl.org/en/item/9358,ins_83,pub_713,685.974,prph,1848-12,7951
"Philadadelphia & New York Pekin Tea Company, North West Corner of Callowhill and Sixth Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9385,ins_83,pub_713,381.974,prph,1847-07,7978
Penn Hotel & Denny's Harness Shop,col_146,https://www.wdl.org/en/item/9358,ins_83,pub_713,685.974,prph,1848-12,19881
"Philadadelphia & New York Pekin Tea Company, North West Corner of Callowhill and Sixth Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9385,ins_83,pub_713,381.974,prph,1847-07,19908
Two of the Killers,col_146,https://www.wdl.org/en/item/9370,ins_83,pub_714,974,prph,1848,7963
Two of the Killers,col_146,https://www.wdl.org/en/item/9370,ins_83,pub_714,974,prph,1848,19893
"Philadelphia, from the State House Steeple, North, East and South",col_146,https://www.wdl.org/en/item/9371,ins_83,pub_715,974,prph,1849,7964
"Philadelphia, from the State House Steeple, North, East and South",col_146,https://www.wdl.org/en/item/9371,ins_83,pub_715,974,prph,1849,19894
"H.P. & W.C. Taylor, Perfumers",col_146,https://www.wdl.org/en/item/9379,ins_83,pub_716,381.725,prph,1851,7972
"Steam Tugs, Columbus and Alert. Vessels of All Classes Towed to and from Sea and about the Harbor. Towing to and from Schuylkill and All Other Descriptions Promptly Attended To. S. Flanagan, Number 78 South Delaware Avenue",col_146,https://www.wdl.org/en/item/9494,ins_83,pub_716,387.974,prph,1855,8086
"H.P. & W.C. Taylor, Perfumers",col_146,https://www.wdl.org/en/item/9379,ins_83,pub_716,381.725,prph,1851,19902
"Steam Tugs, Columbus and Alert. Vessels of All Classes Towed to and from Sea and about the Harbor. Towing to and from Schuylkill and All Other Descriptions Promptly Attended To. S. Flanagan, Number 78 South Delaware Avenue",col_146,https://www.wdl.org/en/item/9494,ins_83,pub_716,387.974,prph,1855,20016
"Porteus'' Works. Pine Oil Camphine Distilled by Steam. Number 581, North Front Street. Philadelphia",col_146,https://www.wdl.org/en/item/9382,ins_83,pub_717,381.725,prph,1850,7975
"Porteus'' Works. Pine Oil Camphine Distilled by Steam. Number 581, North Front Street. Philadelphia",col_146,https://www.wdl.org/en/item/9382,ins_83,pub_717,381.725,prph,1850,19905
S.F. Jacoby and Company. Importers and Dealers in Foreign and Domestic Marble in All Their Varieties. J.K. and M. Freedley Dealers in American Marble,col_146,https://www.wdl.org/en/item/9386,ins_83,pub_718,622.974,prph,1850,7979
S.F. Jacoby and Company. Importers and Dealers in Foreign and Domestic Marble in All Their Varieties. J.K. and M. Freedley Dealers in American Marble,col_146,https://www.wdl.org/en/item/9386,ins_83,pub_718,622.974,prph,1850,19909
"John C. Farr and Company, Importers of Watches, Watchmakers Tools, Silver and Plated Ware, Musical Boxes, Et cetera. Number 112 Chestnut Street between Third and Fourth Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9393,ins_83,pub_719,381.974,prph,1850,7986
"John C. Farr and Company, Importers of Watches, Watchmakers Tools, Silver and Plated Ware, Musical Boxes, Et cetera. Number 112 Chestnut Street between Third and Fourth Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9393,ins_83,pub_719,381.974,prph,1850,19916
"Commissioners Hall, Spring Garden",col_146,https://www.wdl.org/en/item/9395,ins_83,pub_720,725.974,prph,1851,7988
"Commissioners Hall, Spring Garden",col_146,https://www.wdl.org/en/item/9395,ins_83,pub_720,725.974,prph,1851,19918
"Robert Wood''s Railing, Architectural and Ornamental Iron Works. Ridge Road below Spring Garden Street, Philadelphia",col_146,https://www.wdl.org/en/item/9398,ins_83,pub_721,671.974,prph,1851,7991
"William D. Rogers'' Coach and Light Carriage Manufactory. Corner of 6th and Master Streets, Philadelphia",col_146,https://www.wdl.org/en/item/9440,ins_83,pub_721,674.974,prph,1854,8033
