Creator,creator_id
"Lissitzky, El, 1890-1941",2351
"Maré, Cipriano, 1787-1814",2352
"Becerra, Gaspar, 1520?-1568?|Vesalius, Andreas, 1514-1564",2353
"Piero, della Francesca, 1416?-1492",2354
"Boccaccio, Giovanni, 1313-1375",2355
"Piazzetta, Giovanni Battista, 1682-1754",2356
"Lorichs, Melchior, 1527-circa 1590",2357
"Derso, Alois, 1888-1964|Kelen, Emery, 1896-1978",2358
"Derso, Alois, 1888-1964",2359
"Warren, H.",2360
"Vereshchagin, Vasilii Petrovich, 1835-1909",2361
"Martín Fernández de la Torre, Néstor, 1887-1938",2362
"Kipling, John Lockwood, 1837-1911",2363
"Napoleon I, Emperor of the French, 1769-1821",2364
"Kaufman, Konstantin Petrovich von, 1818-1882",2365
Silver Springs,2366
Florida Development Commission,2367
Florida Commercial Sound Films of Jacksonville,2368
United States. Food Administration,2369
Canada Food Board,2370
Compagnie Algérienne,2371
Banca Italiana di Sconto,2372
Société Générale,2373
Boston Public Safety Committee,2374
Jewish Relief Campaign,2375
United States. Army. Corps of Topographical Engineers,2376
Colombia. Comisión Corográfica,2377
United States. Work Projects Administration,2378
Afghanistan. Ministry of Information and Culture|Union of the Writers of the Democratic Republic of Afghanistan,2379
"Breisemeister, William A.",2380
"Strickland, G.",2381
"Kiepert, Richard, 1846-1915",2382
"Wailly, Charles de, 1730-1798",2383
"Gillis, J. R.",2384
"Primm, H.W.",2385
"Lewis, J. F.",2386
"Lee, T. S.",2387
"Dimitriev-Mamonov, A.I. (Aleksandr Ippolitovich)|Zdziárski, Anton Feliksovich",2388
"Hassoun, Paulina",2389
"Peter I, Emperor of Russia, 1672-1725",2390
"Micić, Ljubomir, 1895-1971",2391
"Chen, Zhiben|Lü, Tao, 1503-1587|Lü, Yinchang|Zhu, Jin",2392
"Chen, Youfu",2393
"Yang, He, died 1635",2394
"Gu, Chong|Zhang, Ti, jin shi 1538",2395
"Chen, Tao|He, Ying|Shi, Tianxiong|Xu, Yuantai, 1536-1617|Yu, Xiang",2396
"Pétis de La Croix, François, 1653-1713",2397
"Prothero, G.W. (George Walter), 1848-1922",2398
"Shi, Zuo",2399
"Jiang, Shiji, active 17th century",2400
"Shu, Hua, 1539-1589",2401
"Zhou, Guang",2402
"Xu, Liangfu",2403
"Danquah, Moses",2404
"Chen, Dingxin",2405
"Chen, Dingxin|Jin, Jiesheng|Zhou, Yingxua",2406
"Min, Qiji, born 1580",2407
"Ingersoll, Lurton Dunham",2408
"Waller, Horace, 1833-1896",2409
"Han, Jin|Mao, Zhaohe",2410
"Wang, Yongzuo",2411
"Anderson, George William",2412
"Hong, Zhanzu|Yuan, Qinian, 1593-1639",2413
"Wang, Zongyu",2414
"Li, Qiaoxin|Qian, Shiyang",2415
"Min, Mengde, 1565-1628",2416
"Wu, Xueyan|Zhu, Guoda, active 17th century|Zhu, Guogan|Zhu, Shaoben",2417
"Voltaire, 1694-1778",2418
"Xie, Jin, 1369-1415",2419
"Ji, Yun, 1724-1805",2420
"Capella, Michael de, flourished 1500-1538",2421
"Wang, Bing, flourished 762",2422
"Konrad, von Megenberg, 1309-1374",2423
"Soane, Ely Bannister, 1881-1923‏",2424
"de Herrera y Tordesillas, Antoine, 1559-1625",2425
"Conradie, Elizabeth Johanna Möller, 1903–1939",2426
"Lu, Zhongmin|Qian, Weiqi",2427
"Hu, Yiguan|Ye, Fei",2428
"Bembo, Pietro, 1470-1547",2429
"Ubayd Allāh ibn Masūd ibn Mahmud ibn Ahmad al-Mahbūbī, died 1346",2430
"Thorzhevsky, I.I.",2431
"Xiong, Zongli, 1409-1482",2432
"Xiao, Tong, 501-531",2433
"Stoica, Vasile, 1889-1959",2434
"Robles, Francisco de, died circa 1616",2435
"Garrido, Diego, flourished 1617-1625",2436
"Ha, Feng’a",2437
"Surianus, Hieronymus, died 1522",2438
"Khānjī, Muḥammad Amīn, 1865 or 6-1939 or 40|Shinqīṭī, Aḥmad ibn al-Amīn, died 1912 or 13",2439
"Saqqā, Muṣṭafaa",2440
"Kraus, Paul, 1904-1944",2441
"Maʻṣūmī, M. Ṣaghīr Ḥasan (Muḥammad Ṣaghīr Ḥasan)",2442
"Ibn Abī Uṣaybiʻah, Aḥmad ibn al-Qāsim, died 1269 or 70",2443
"Franjković, Franjo Žaverija",2444
"Held, Friedrich Wilhelm Alexander, 1813-1872",2445
"Bastidas, Antonio, circa 1615-1681",2446
"Ricius, Paulus, flourished 1511-1532",2447
"Qadir, Muhammad Abdul",2448
"Gong, Maosheng|Wu, Jimin",2449
"Wan, Bangfu, 1544-1628|Wan, Dafu",2450
"Wu, Guolun, 1524-1593",2451
"Ma, Chongru",2452
"Cao, Xiaozhong, active 12th century",2453
"Ai, Cheng|Cao, Xiaozhong, active 12th century",2454
"Guo, Xian'en|Xue, Ji, approximately 1488-1558",2455
"Yu, Cishan",2456
"Wang, Kentang, 1549-1613",2457
"Huang, Ji",2458
"Fang, Chuhou",2459
"Yu, Shiyuan",2460
"Xue, Sancai, jin shi 1586",2461
"Zhu, Mu, active 13th century",2462
"Bibliander, Theodorus, circa 1504-1564",2463
"Bayati, Hassan",2464
"Midhat Paşa, 1822-1884",2465
"Petrov, N.",2466
"Lonachevsky, Alexander",2467
"Vovk, Khvedir, 1847-1918",2468
"Jiménez de Cisneros, Francisco, 1436?-1517",2469
"Heller, Joachim, 1518-1590",2470
"Yan, Xiaozhong",2471
"Muqīm Bāy, Yūsuf",2472
"Toneri, Prince, son of Tenmu, Emperor of Japan, 676-735",2473
"Ghanīmah, Yūsuf Rizq Allāh, 1885-1950",2474
"Anistās Mārī, al-Karmilī, ab, 1866-1947",2475
"La Harpe, Jean-François de, 1739-1803",2476
"Funke, Vasilii Victorovich",2477
"Shidyāq, Aḥmad Fāris, 1804?-1887",2478
"Bustānī, Buṭrus ibn Būlus, 1818 or 1819-1882 or 1883",2479
"Isḥāq, ‘Awni",2480
"‛Awwaḍ, Jamāl al-Dīn Aḥmad Ḥāfiz,1874-1950",2481
"Riḍāʾ, Muḥammad Rašīd, 1865-1935",2482
"Al-Na’sani al-Halabi, Muhammad Badr al-Din",2483
"Asyuti, Husayn Afandi",2484
"Biblāwī, Muḥammad ʻAlī",2485
"Yazdādī, ʻAbd al-Raḥmān ibn ʻAlī",2486
"Huart, Clément, 1854-1926",2487
"Stieler, Adolf, 1775-1836",2488
"Low, Charles Rathbone, 1837-1918",2489
"Gongchen, Bi, died 1644",2490
"Li, Cheng, active 12th century",2491
"Colocci, Angelo, 1474-1549",2492
"Chen, Suoxing|Han, Yun",2493
"Marshall, John",2494
Ministry of Ways of Communication,2495
Council of the League of Nations,2496
"Río, Antonio del",2497
Magyar Tudományos Akadémia,2498
"Zarrin Qalam, Husayn",2499
Malik (Daylami),2500
"al-Hasani al-Katib, 'Imad, 1552-1615",2501
Mir 'Imad,2502
"Pludvinsḳ, Yitsḥaḳ",2503
"Moss, David",2504
"Kamāl al-Dīn Ḥusayn (Ikhtiyār al-Munshī), died 1566 or 1567",2505
"Khwajah, Mahmud b. Mawlana",2506
"Mīr ʻAlī Ḥusaynī Haravī, approximately 1476-1543",2507
"Bayazid, Sultan, died 1578|Mīr ʻAlī Ḥusaynī Haravī, approximately 1476-1543",2508
'Ali Ra'if Efendi,2509
"Narain Raizada, Prem Behari, 1901-1966",2510
"Yong, Rong, 1744-1790",2511
"Cai, Yong, 133-192",2512
"Liu, Gongquan",2513
"Lü, Xiuyan",2514
"Liu, Honggui",2515
"Shafiq, Muhammad, died 1879",2516
"Maḥmūd, Ibrāhīm",2517
'Aliriza,2518
"Sultan 'Ali Mashhadi, active approximately 1453-1519, died 1520",2519
"Lahuri, 'Abdallah",2520
"al-Husayni, Safi",2521
"Shirazi, Vassal-i, died 1846",2522
"al-Ma'ali, Abu",2523
"al-Husayni, 'Abd al-Bari",2524
"'Ali, Muhibb",2525
"Lahuri, Muhammad Muhsin",2526
"'Ali, Muzaffar",2527
"Husayni, Muhammad Mahdi",2528
"Kalan, Mir",2529
"Daylami, 'Abd al-Rashid",2530
"Darvīsh ʻAbd al-Majīd Ṭāliqānī, died 1771 or 1772",2531
"'Ali, Muhammad",2532
"Lahuri, Muhammad Zahir",2533
Farid al-Din,2534
"Salih, Mir Muhammad",2535
"Riza, Muhammad",2536
Agha'i,2537
"Sa'd al-Din, Hafiz Muhammad",2538
"Riza al-Din, Muhammad",2539
"Qamar al-Din, Muhammad",2540
"Bukhari, Hakim Sayyid Hamid 'Abbas al-Taqawi",2541
"al-Kashmiri, Muhammad Husayn",2542
"Ṭabāṭabāʾī, Muḥammad Riz̤ā",2543
"Ibrahim, Hafiz",2544
"Ja'far, Muhammad",2545
"ʻImād al-Ḥasanī, 1549-1615",2546
"al-Tabib, Rukn al-Din Mas'ud",2547
"Bakhsh, Muhammad",2548
"Zaman, Khan",2549
"Khan, Qaʼim",2550
"Husayn, Muhammad",2551
Muhyi,2552
"Shamlu, Hasan",2553
'Abdallah,2554
"al-Katib, Muhammad Husayn",2555
"Ibrahim, Muhammad",2556
"Allah, Hafiz Nur",2557
"'Ali, Agha Muhammad",2558
"al-Fahim, Dihya Salim",2559
Shaykh Kamāl ibn ‘Abd al-Ḥaqq al-Sabzawārī,2560
"Khan, Lutfallah",2561
"Khan, Zaman",2562
"Nishapuri, Shah Mahmud",2563
"al-Munshi), Kamal al-Din (Ikhtiyar",2564
"Muhammad al-Mashhadi, Shah",2565
"Nuri, Jamal-i",2566
"al-Katib, Hajji Yadigar",2567
Aḥmad al-Ḥusaynī,2568
"Mayli, Mirza Quli",2569
"Khan, Qaim",2570
"Vasi'i, Fayaz 'Ali",2571
"Muhammad, Pir Muhammad b. Dust",2572
"Şeyh Hamdullah, 1436 or 7-1519 or 20",2573
"Khattat, Muhammad Valikhan",2574
"Hasan Râşid, Hâfız",2575
Muhammad Husayn al-Kashmīrī,2576
Murshid al-Kātib,2577
Shāh Maḥmūd Nīshābūrī,2578
Mir `Abd Allah Katib,2579
Muḥammad Zamān al-Tabrīzī,2580
"Tanu, 'Abd al-Qadir",2581
"Naghmeh, Abdol-Vahhab",2582
"Vesal, Towhid",2583
"Ja'far, Persian calligrapher, active 1412-1431",2584
"Nunes Godinho, Domingos",2585
"Zamān, Muḥammad",2586
"Chu, Suiliang, 596-658",2587
"Hughes, Fountain",2588
"Norwood, Hermond",2589
Russia. General Staff. Military Topographical Depot,2590
Sanctuaire Notre-Dame de Lourdes,2591
"Martínez Orejón, Francisco|Martínez Orejón, Magdalena",2592
"Charlemagne, Emperor, 742-814",2593
"Francis I, King of France, 1494-1547",2594
"Louis XIII, King of France, 1601-1643",2595
"Brooke, Peter Langford",2596
American Colonialization Society,2597
Wentworth Institute,2598
"Philippe VI, king of France, 1293-1350",2599
"Kolb, Anna Margaretha, born 1761",2600
"Jean II, King of France, 1319-1364",2601
"Paracelsus, 1493-1541",2602
"Thomas, de Cantimpré, approximately 1200-approximately 1270",2603
"Ibn ʻAyn al-Dawlah, Muḥammad Dhū al-Qarnayn",2604
"Ferrand, Gabriel, 1864-1935",2605
Society of Jesus,2606
"Bulger, Peggy A.",2607
"Fayyūmī, Muḥammad Aḥmad ʻAbd al-Raḥīm al-Azhārī",2608
"Ibn ʻAbd al-Qādir, Nūr al-Dīn al-Naqqāsh",2609
"Ṭanasī, Muṣṭafá ibn Aḥmad, died 1867",2610
"Roteta, Sebastien de",2611
"Collier, Barron G.",2612
American Library Association. Library War Service,2613
Division of Films. Committee on Public Information,2614
Alliance Franco-Belge,2615
London Underground Limited,2616
United States. Department of the Treasury,2617
Union Pacific Railroad Company|United States. Army. Corps of Topographical Engineers,2618
Polish Victims' Relief Fund,2619
L.E. Waterman Company,2620
Banque nationale de crédit (France),2621
Crédit Foncier d'Algerie et de Tunisie,2622
Franco-Serbian Field Hospital of America,2623
United States Shipping Board Emergency Fleet Corporation,2624
France. Ministry of War. Photographic Section of the Army,2625
American Relief Administration,2626
"Blount, James Henderson, 1837-1903",2627
"Moritz, Landgrave of Hesse-Kassel, 1572-1632",2628
"Petrus I, Abbot of Metten",2629
"Gregory I, Pope, circa 540-604|Petrus I, Abbot of Metten",2630
Horapollo,2631
"McIntire, J., active 20th century",2632
Philadelphia Saturday Courier,2633
"United States Hose Company (Philadelphia, Pennsylvania)",2634
"Godley, Jesse",2635
"Rea, Thomas C., died 1846",2636
"Trumbull, John, 1756-1843",2637
"Crawford, William, 1732-1782",2638
ROSTA,2639
"Harrison, Gabriel, 1818-1902",2640
"Longe, F.B.",2641
"Nagakubo, Sekisui, 1717-1801",2642
Uganda Topographical Survey,2643
"Franko, Ìvan, 1856-1916|Shevchenko, Taras, 1814-1861",2644
"Cruzado, Antonio|Durán, Ramón",2645
"Montoya, Juan Bautista de, flourished 1568-1617",2646
"Marsilius, of Padua, died 1342?",2647
"Heminge, John, circa 1556-1630|Jackson, John, died 1625|Johnson, William, born circa 1574|Shakespeare, William, 1564-1616",2648
"Shakespeare, William, 1564-1616|Underhill, Hercules",2649
Inter-American Highway Commission,2650
"Han, Lin, 1601-1649",2651
League of Nations. Committee of Three|League of Nations. Secretariat. Minority Section,2652
"Sinibaldi, Antonio, 1443-1528|Verazzano, Alessandro",2653
"Taio, Samuel, died 683",2654
American Geographical Society|Imperial Russian Geographical Society,2655
English Positivist Committee,2656
"Hon’ami, Kōetsu, 1558-1637|Suminokura, Soan, 1571-1617",2657
"Leopold II, Holy Roman Emperor, 1747-1792",2658
"Ciniselli, Scipione",2659
"Boré, Eugèné, 1809-1877",2660
"Blackie, W. G. (Walter Graham), 1816-1906",2661
"Meyer, Joseph, 1796-1856",2662
"Legendre, A. M. (Adrien Marie), 1752-1833",2663
"Dibs, Yūsuf ibn Ilyās, 1833-1907",2664
"Qalfāṭ, Nakhlah, 1851-1905",2665
Religious Tract Society (Great Britain),2666
"Tawfīq Pasha, Khedive of Egypt, 1852-1892",2667
"Markham, Clements R. (Clements Robert), Sir, 1830-1916|Royal Geographical Society (Great Britain)",2668
"Rollin, Charles, 1661-1741",2669
"Adalram, von Salzburg, died 836",2670
"Bulkley, Charles S.|Cadin, M.|Western Union Telegraph Expedition (1865-1867)",2671
New York Commercial,2672
United States. Post Office Department. Division of Topography,2673
"Davis, Jefferson, 1808-1889|Emory, William H. (William Hemsley), 1811-1887|Humphreys, A. A. (Andrew Atkinson), 1810-1883",2674
United States. Congress. Senate,2675
"Chittenden, Hiram Martin, 1858-1917",2676
"Qianlong, Emperor of China, 1711-1799",2677
"Mao, Xin",2678
"Revere, Paul, 1735-1818",2679
"Plantin, Christophe, approximately 1520-1589",2680
"Peck, Edward, active 1795-1802",2681
"Sir Joseph Causton & Sons, Limited",2682
"Bergmann, Johann, flourished 1494-1499",2683
Jerusalem Print Workshop,2684
"Dunlap, John, 1747-1812",2685
"Zhou, Jinquan, flourished 1573-1629",2686
Crowther & Goodman,2687
David Allen & Sons Limited,2688
E.S. & A. Robinson Limited,2689
"Hill, Siffken & Company",2690
Hely's Limited Lithography,2691
John Shuley & Company,2692
Bowen and Company Lithographers,2693
Les Affiches nouvelles,2694
"Manuzio, Aldo, 1449 or 50-1515",2695
"Reynolds, Frederick Thomas, 1882-1945",2696
Gales and Seaton,2697
Atanasie|Dionisie,2698
"Childs, Cephas Grier, 1793-1871",2699
"Sinclair, Thomas S., circa 1805-1881",2700
"Friend, Norman M., born approximately 1815|Sinclair, Thomas S., circa 1805-1881",2701
"Gibson, J.",2702
"Duval, Peter S., 1804 or 5-1886",2703
"Brett Alphonse, 1834-1909",2704
"Rosenthal, Louis N.",2705
"Ketterlinus, Eugene, died 1886",2706
"Zhang, Qipeng",2707
"Locatelli, Boneto, flourished 1486-1523",2708
"Aubry, Jean, died 1600 or 1601|Marne, Claude de, died 1610",2709
"Petri, Heinrich, 1508-1579",2710
"Bonyn, Benoît, active 1523-1544",2711
"Grüninger, Johann, died 1532?",2712
"Costantini, Baldassare, 16th century|Valgrisi, Vincenzo, flourished 1540-1572",2713
"Sessa, Melchiorre, active 1506-1549",2714
"Schott, Johann, 1477-1548",2715
"Cornelis, of Zyrickzee, approximately 15th century-early 16th century",2716
"Cancer, Matteo, -1578?",2717
"Huyon, Guillaume, active 1519-1520",2718
"Janssonius van Waesberge, Johannes, flourished 1642-1681|Vidua Elizei Weyerstraet",2719
"Monte, Giovanni Battista da, 1498-1551|Neuber, Ulrich, died 1571",2720
"Lahde, Gerhard Ludvig, 1766-1833",2721
"Blount, Edward, flourished 1588-1632|Jaggard, Isaac, died 1627",2722
"Danter, John, died 1594",2723
"Jenson, Nicolas, circa 1420-1480",2724
"Meghapart, Hakob",2725
American Bank Note Company,2726
A. Hoen and Company,2727
American Lithographic Company,2728
E. Weber & Co.,2729
"Delius, H.",2730
"Hellfarth, C.",2731
"Coll, Joseph Clement, 1881-1921",2732
M. & N. Hanhart,2733
"Schnabel, Finkeldey & Demme",2734
P.S. Duval & Son,2735
"Barker, John Jesse, born circa 1785, active circa 1815−60",2736
"Brown, Mannevillette Elihu Dearing, 1810-1896",2737
"Elliot, Leo von, 1816-1890",2738
"Aub, Jacob, active 1845-1860|Friend, Norman M., born approximately 1815",2739
"Herline, Edward",2740
Herline & Hensel,2741
"Haehnlen, Jacob, born 1824",2742
Merchant's Lithographing Company,2743
Chicago Lithographing Company,2744
Julius Bien and Company,2745
"Mahlmann, Heinrich, 1812-1848",2746
"Roosevelt, Quentin, 1919-1948",2747
"Small, George",2748
"Fleischhauer, Carl",2749
"Sonkin, Robert|Todd, Charles",2750
"Barnes, Foster, 1903-1972",2751
"Host Drum|White, Rufus",2752
"Sullivan, Mary",2753
"Bizet, Georges, 1838-1875",2754
"Rouget de Lisle, Claude Joseph, 1760-1836",2755
"Mozart, Wolfgang Amadeus, 1756-1791",2756
"Bach, Johann Sebastian, 1685-1750",2757
"Händel, George Frideric, 1685-1759",2758
"Liszt, Franz, 1811-1886",2759
"Reger, Max, 1873-1916",2760
"Scherzer, Jacob Philipp Adolph, 1815-1864",2761
"Perry, Oscar P.",2762
"Stein, C.F.",2763
"Corrie, George J.",2764
"Tatzel, A.",2765
"Mack, Edward, 1826-1882",2766
"Bellak, Ja's (James)",2767
"Johnson, Francis, 1792-1844",2768
"Vedelʹ, Artemiĭ Luk'i︠a︡novych, 1767-1808",2769
"Zrunek, Georgius, 1736-1789",2770
"Albéniz, Pedro, 1795-1855|Bellini, Vincenzo, 1801-1835|Corticelli, Gaetano, 1804-1840|Czerny, Carl, 1791-1857|Donizetti, Gaetano, 1797-1848|Frontera de Valldemosa, Francisco, 1807-1891|Rosellen, Henri, 1811-1876|Rossini, Gioacchino, 1792-1868",2771
"Lin, Maya Ying",2772
"Boullée, Étienne-Louis, 1728-1799",2773
"Lequeu, Jean-Jacques, 1757-circa 1825",2774
"Ross, Albert Randolph, 1869-1948",2775
"Gilbert, Cass, 1859-1934",2776
"Martín, Miguel, 1894-1980",2777
"Lei, Yangshi",2778
"Vane Lindesay, “Souter, David Henry (1862–1935),” Australian Dictionary of Biography, National Centre of Biography, Australian National University, http://adb.anu.edu.au/biography/souter-david-henry-8589/text14997.",2779
"The Irish-Canadian Rangers (Montreal: Gazette Printing Company, 1916).",2780
"Stanley Appelbaum, French Satirical Drawings from “L’Assiette au Beurre” (New York: Dover, 1978).|Martin Hardie and Arthur K. Sabin, editors, War Posters Issued by Belligerent and Neutral Nations, 1914−1919 (London: A. &amp; C. Black, 1920).",2781
"Alain Weill, The Poster: A Worldwide Survey and History (Boston: G.K. Hall, 1985).",2782
"Hans Kuh, “Hohlwein, Ludwig,” Neue Deutsche Biographie (Berlin: Duncker &amp; Humblot, 1952–2008).|Alain Weill, The Poster: A Worldwide Survey and History (Boston: G.K. Hall, 1985).",2783
"W.B. Hibbs and Company, Bonds of the Kingdom of Italy (Washington, DC: 1920).",2784
"Maria Inez Turazzi, Marc Ferrez (São Paulo, Brazil: Cosac &amp; Naify Edições, circa 2000).|Maria Inez Turazzi, “Paisagem construída: Fotografia e memória dos ""melhoramentos urbanos"" na cidade do Rio de Janeiro,” Varia Historia 22, number 35 (January–June 2006).",2785
"Brian Robson, “Roberts, Frederick Sleigh, first Earl Roberts (1832–1914),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",2786
"“Gustav Nachtigal,” Explorers &amp; Discoverers of the World (Gale: 1993).",2787
"Dennis Laumann, “A Historiography of German Togoland, or the Rise and Fall of a ‘Model Colony,’” History in Africa 30 (2003).",2788
"W.S. Barclay, “The Geography of South American Railways,” Geographical Journal 49, no. 3 (March 1917).",2789
"Earl J. Hess, “Sigel, Franz,” in American National Biography (New York: Oxford University Press, 1999).",2790
"Encyclopedia Virginia staff, ""Varina Howell Davis (1826–1906),"" in Encyclopedia Virginia. Virginia Foundation for the Humanities. http://www.encyclopediavirginia.org/Davis_Varina_1826-1906.",2791
"William B. Skelton, “Cullum, George Washington,” in American National Biography (New York: Oxford University Press, 1999).",2792
"Paul G. Pierpaoli, Jr., “Duryée, Abram,” in Spencer C. Tucker, editor, American Civil War: The Definitive Encyclopedia and Document Collection (Santa Barbara, C.A.: ABC-CLIO, 2013).",2793
"Lowell H. Harrison, “Anderson, Robert,” in American National Biography (New York: Oxford University Press, 1999).",2794
"William B. Skelton, “Mansfield, Joseph King Fenno,” in American National Biography (New York: Oxford University Press, 1999).",2795
"“Boggs, Charles S.,” Naval History and Heritage Command. http://www.history.navy.mil/our-collections/photography/us-people/b/boggs-charles-s.html.",2796
"Spencer C. Tucker, “Foote, Andrew Hull,” in American Civil War: The Definitive Encyclopedia and Document Collection (Santa Barbara, C.A.: ABC-CLIO, 2013).",2797
"Michael R. Hall, “Davis, Charles Henry,” in Spencer C. Tucker, editor, American Civil War: The Definitive Encyclopedia and Document Collection (Santa Barbara, C.A.: ABC-CLIO, 2013).",2798
"John B. Hattendorf and Patrick G. Williams, “Stringham, Silas Horton,” in American National Biography (New York: Oxford University Press, 1999).",2799
"Norman C. Delaney, “Paulding, Hiram,” in American National Biography (New York: Oxford University Press, 1999).",2800
"Michael Perman, “Stephens, Alexander H.,” in American National Biography (New York: Oxford University Press, 1999).",2801
"Stephen E. Maizlish, “Chase, Salmon Portland,” in American National Biography (New York: Oxford University Press, 1999).",2802
"William B. Skelton, “Stanton, Edwin McMasters,” in American National Biography (New York: Oxford University Press, 1999).",2803
"Sylvia B. Larson, ""Smith, Caleb Blood,"" in American National Biography (New York: Oxford University Press, 1999).",2804
"John Niven, ""Welles, Gideon,"" in American National Biography (New York: Oxford University Press, 1999).",2805
"Jean H. Baker, ""Blair, Montgomery,"" in American National Biography (New York: Oxford University Press, 1999).",2806
"James M. McPherson, “Bates, Edward,” in American National Biography (New York: Oxford University Press, 1999).",2807
"Robert W. Johannsen, “Douglas, Stephen Arnold,” in American National Biography (New York: Oxford University Press, 1999).",2808
"The Editors, “Holmes, Oliver Wendell,” in American National Biography (New York: Oxford University Press, 1999).",2809
"Phyllis F. Field. ""Weed, Thurlow,"" American National Biography in American national Biography (New York: Oxford University Press, 1999).",2810
"Robert V. Remini, ""Clay, Henry,"" in American National Biography (New York: Oxford University Press, 1999).",2811
"Phyllis F. Field, “Dix, John Adams,” in American National Biography (New York: Oxford University Press, 1999).",2812
"Allen Guelzo, “Wool, John Ellis,” American National Biography (New York: Oxford University Press, 1999).",2813
"Kanisorn Wongsrichanalai, “Hunter, David,” in Spencer C. Tucker, editor, American Civil War: The Definitive Encyclopedia and Document Collection (Santa Barbara, C.A.: ABC-CLIO, 2013).",2814
“Visitors from Congress: William A. Sprague (1830‒1915)” at website “Mr. Lincoln’s White House.” http://www.mrlincolnswhitehouse.org/inside.asp?ID=660&subjectID=2.,2815
"Frederick J. Blue, “Corwin, Thomas,” in American National Biography (New York: Oxford University Press, 1999).",2816
"Richard H. Abbott, “Wilson, Henry,” in American National Biography (New York: Oxford University Press, 1999).",2817
"François-Ferdinand-Philippe-Louis-Marie d'Orléans, prince de Joinville, Memoirs (Vieux Souvenirs) of the Prince de Joinville (New York: Macmillan, 1895).",2818
"Phillis F. Field, “Dickinson, Daniel Stevens,” in American National Biography (New York: Oxford University Press, 1999).",2819
"Harold D. Tallant, “Clay, Cassius Marcellus,” in American National Biography (New York: Oxford University Press, 1999).",2820
"Michael Chesson, ""Toombs, Robert Augustus,"" in American National Biography (New York: Oxford University Press, 1999).",2821
"Stephen L. Hansen, “Shields, James,” in American National Biography (New York: Oxford University Press, 1999).",2822
"J. Mills Thornton, “Yancey, William Lowndes,” in American National Biography (New York: Oxford University Press, 1999).",2823
"Steven E. Woodworth, “Keyes, Erasmus Darwin,” in American National Biography (New York: Oxford University Press, 1999).",2824
"Michael R. Hall and Spencer C. Tucker, “Hardee, William Joseph,” in Spencer C. Tucker, editor, American Civil War: The Definitive Encyclopedia and Document Collection (Santa Barbara, C.A.: ABC-CLIO, 2013).",2825
"Paul G. Pierpaoli, Jr., “Cobb, Howell,” in Spencer C. Tucker, editor, American Civil War: The Definitive Encyclopedia and Document Collection (Santa Barbara, C.A.: ABC-CLIO, 2013).",2826
"Layla Diba, editor, Iranian Wedding Contracts of the 19th and 20th Centuries (Tehran: Negarestan Museum, 1976).",2827
"Yonglin Jiang, The Great Ming Code: Da Ming lü (Seattle, Washington: University of Washington Press, 20004).",2828
"Christopher Saunders, “Mackenzie, John (1835-1899),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",2829
"F. Rosenthal, “Ibn al-Athir,” in Encyclopaedia of Islam. (Leiden:, Brill, 1986).",2830
"H.T. Norris, Bulletin of the School of Oriental and African Studies, University of London 66, number 1 (2003).",2831
"G.B. Smith, “Farquhar, Sir Robert Townsend (1776-1830),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",2832
"R.H. Vetch, “Livingstone, Charles (1821-1873),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",2833
"A.D. Roberts, “Livingstone, David,” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",2834
"E. Geoffroy, “Al-Suyuti,” in Encyclopaedia of Islam (Leiden: Brill, 1997).",2835
“Nicholas Philip Trist.” https://www.monticello.org/site/research-and-collections/nicholas-philip-trist.,2836
"Edward N. Zalta, ""René Descartes"" in The Stanford Encyclopedia of Philosophy (Stanford University, Center for the Study of Language and Information: Spring 2015).",2837
"Roger J. Trienens, “The Library’s Earliest Colonial Imprints,” Quarterly Journal of The Library of Congress (July 1967).",2838
"J. F. Baddeley, “Matteo Ricci’s Chinese World-Maps, 1584-1608,” Geographical Journal 50, number 4 (October 1917).|E. Heawood, ""The Relationships of the Ricci Maps,"" Geographical Journal 50, number 4 (October 1917).|Matteo Ricci and Lionel Giles, ""Translations from the Chinese World Map of Father Ricci,"" Geographical Journal  52, number 6 (December 1918).|Matteo Ricci and Lionel Giles, “Translations from the Chinese World Map of Father Ricci (Continued),” Geographical Journal 53, number 1 (January 1919).",2839
"Roy Douglas, “Voluntary Enlistment in the First World War and the Work of the Parliamentary Recruiting Committee,” Journal of Modern History 42, number 4 (December 1970).",2840
"Catherine Saint-Martin, Dico Solo en coleurs:  Plus de 5000 dessinateurs de presse &amp; 600 supports en France de Daumier à l’an 2000 (Vichy: AEDIS, 2004).",2841
"George I. Gay and H.H. Fisher, Public Relations of the Commission for Relief in Belgium, 2 volumes (Stanford: Stanford University Press, 1929).|Bert Thomas, “Hassall, John (1868–1948),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",2842
"Library of Congress, Prints and Photographs Division, “Activities of the Library War Service of the American Library Association during World War I,” http://www.loc.gov/pictures/item/00650022/.",2843
