Creator,creator_id
"Mahmud ibn Sadr al-Shari'ah al-Awwal, Ubayd Allah al-Mahbūbī, died 1274",1280
"Bābā-Ṭāhir, active 11th century",1281
"al-Burssawi, Ya’kub ibn Sayyid ali, died circa 1524",1282
"I︠A︡savi, Akhmed, died 1166",1283
"Abū Saʻīd ibn Abī al-Khayr, 967-1049|Anvarī, Awḥad al-Dīn, died 1189 or 1190",1284
Saʻd al-Haqq wa-al-Din,1285
"Amīr Khusraw Dihlavī, circa 1253-1325",1286
"Ǧamāl-ad-Dīn Ḥusain Inǧū, died 1626",1287
"ʻAlī ibn Abī Ṭālib, Caliph, circa 600-661",1288
"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1212-1294",1289
"Kamāl al-Dīn Ismāʻīl Iṣfahānī, approximately 1172-1237",1290
"Mīr Khvānd, Muḥammad ibn Khāvandshāh, 1433-1498",1291
"Akhsikatī, Asiriddini|Baqarī, Muḥammad ibn ʻUmar, 1609 or 1610-1699|Chalabi Tabrizi, Muhammad Husayn|Fayz̤ī, Abū al-Fayz̤ ibn Mubārak, 1547 or 1548-1595|Taraka, Khwaja Afzal-i|Ẓahīr Fāryābī, Abū al-Faz̤l Ṭāhir ibn Muḥammad, -1201 or 1202",1292
"Nawʻī Khabūshānī, Muḥammad Riz̤ā, died 1609 or 10",1293
"Okçuzade Mehmet Şahı̂, died 1629",1294
"Şemsı̂ Paşa, died circa 1580",1295
"John, Climacus, Saint, 6th century",1296
"Saniri, Boulos, died 1691",1297
"Farḥāt, Jirmānūs, 1670 or 1671-1732 or 1733",1298
"Damāmīnī, Muḥammad ibn Abī Bakr, 1361 or 2-1424?",1299
"Jawahiri, Abū Naṣr Isma‘il ibn Hammad, died 1002",1300
"John Chrysostom, Saint, circa 347-407",1301
"Bar Hebraeus, 1226-1286",1302
"Dionysius bar Ṣalībī, Bishop of Amida, died 1171",1303
"Basileios, Shemun, Maphrian, 1670-1740",1304
"Bar Hebraeus, 1226-1286|Stephen bar-Ṣūdhailē, circa 500-circa 550",1305
"Theophilus, patriarch, Archbishop of Alexandria, died 412",1306
"Elias, of Nisibis, 975–1046",1307
Francis Glossius (?),1308
"He, Chunfa",1309
"Liu, Ji, 1311-1375",1310
"Diaz, Emmanuel, 1574-1659",1311
"Yang, Guangxian, 1597-1669",1312
"Schall von Bell, Johann Adam, 1592-1666",1313
"Luo, Hongxian, 1504-1564",1314
"Wang, Cheng, 12th century",1315
"Chen, Kui, 1128-1203",1316
"Pardies, Ignace-Gaston, 1636-1673",1317
"Terentius, Joannes, 1576-1630",1318
"Aldrovandi, Ulisse, 1522-1605",1319
Aristotle,1320
"Gao, Ming, circa 1305-1359",1321
"Shen, Cai",1322
"Zheng, Zhizhen, 1518-1595",1323
"Xue, Jingun",1324
"Tang, Xianzu, 1550-1616",1325
"Zhang, Zun,",1326
"Wang, Ji, 1463-1539",1327
"Min, Daoyang,",1328
"Tanba, Yasunori, 912-995",1329
"Wen, Shu, 1594-1634",1330
"Sykes, Percy Molesworth, Sir, 1867-1945",1331
"Kane, Elisha Kent, 1820-1857",1332
"Malcolm, John, Sir, 1769-1833",1333
"Nachtigal, Gustav, 1834-1885",1334
"Kaba, John",1335
"Barton, Clara, 1821-1912",1336
"Amundsen, Roald, 1872-1928",1337
"Roberts, Edmund Q., 1784-1836",1338
"Makhmud, Ibrakhim ibn",1339
"Qūnanbaev, Abaĭ, 1845-1904",1340
"Cervantes Saavedra, Miguel de, 1547-1616",1341
"Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",1342
"Alemán, Mateo, 1547-1614",1343
"Alcega, Joan de, flourished 1580",1344
"Hernández, Francisco, 1517-1587",1345
"Medina, Pedro de, 1493-1567",1346
"Vega, Lope de, 1562-1635",1347
"Itō, Hirobumi, 1841-1909",1348
"Averröes, 1126-1198|Ibn Zuhr, ʻAbd al-Malik ibn Abī al-ʻAlāʾ, died 1162",1349
"Ibn Abī al-Rijāl, ʻAlī, 1015 or 16-1062 or 3",1350
Latvian Central Council,1351
"Ibn Ḥazm, ʻAlī ibn Aḥmad, 994-1064",1352
"Buḥturī, al-Walīd ibn ʻUbayd, circa 821-897 or 8",1353
"Bīrūnī, Muhammad ibn Ahmad, 973?-1048",1354
"Averröes, 1126-1198",1355
"Ibn al-ʻArabī, 1165-1240",1356
"Zawzanī, al-Ḥusayn ibn Aḥmad, died 1093 or 1094",1357
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",1358
"Mahjoub, Fatima",1359
"Masʻūdī, died 956?",1360
"Abū al-Faraj al-Iṣbahānī, 897 or 8-967",1361
"Maḥmūd, ʿAbd al-Ḥalīm 1910-1978",1362
"Yāqūt ibn ʻAbd Allāh al-Ḥamawī, 1179?-1229",1363
"Al-Jazaairi, Abdulnabi ibn Saad, died circa 1610",1364
"Ibn Qutaibah, Abdullah ibn Muslim",1365
"Ibn Khallikān, 1211-1282",1366
"ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 4-1219",1367
"Thaʻālibī, ʻAbd al-Malik ibn Muḥammad, 961 or 2-1037 or 8",1368
"Jumuah, Muhammad Lutfi, 1886-1953",1369
"Maqqarī, Aḥmad ibn Muḥammad, died 1631 or 2",1370
"Ghazzālī, 1058-1111",1371
"Maḥmūd, Zakī Najīb, 1905-1993",1372
"Khuwārizmī, Muḥammad ibn Mūsȧ, flourished 813-846",1373
"Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī, flourished 808-842",1374
"Ibn al-Nadīm, Muḥammad ibn Isḥāq, flourished 987",1375
"ʻInān, Muḥammad ʻAbd Allāh, 1896-1986",1376
"Ibn-Batuta, 1304-1377",1377
Fārābī,1378
Jābir ibn Ḥayyān,1379
"Avempace, died 1138 or 9",1380
Omar Khayyam,1381
"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, died 1013?",1382
"Ilhamija, Abdulvehhab Sejjid, 1773-1821",1383
"Ibsen, Henrik, 1828-1906",1384
"Shevchenko, Taras, 1814-1861",1385
"Hartlieb, Johannes, 1410-1468",1386
"Laufenberg, Heinrich, 1390-1460",1387
"Nīšāpūrī, Isḥāq Ibn-Ibrāhīm",1388
"Busch, Wilhelm, 1832-1908",1389
"Luther, Martin, 1483-1546",1390
United States. Congress. House,1391
"West, Henry W.",1392
"Driberg, Jack Herbert, 1888-1946",1393
"Jones, Herbert Gresford, 1870-1958",1394
"Hattersley, C. W. (Charles W.)",1395
"Fahs, Sophia Blanche Lyon, 1876-1978",1396
"Harrison, Alexina Mackay",1397
"Dimitrie Cantemir, Voivode of Moldavia, 1673-1723",1398
"Pierpoint, Richard Deare",1399
"Chaillé-Long, C. (Charles), 1842-1917",1400
"Willis, John Jamieson, 1872–1954",1401
"Madero, Francisco I., 1873-1913",1402
"Juana Inés de la Cruz, Sister, 1651-1695",1403
"Mier Noriega y Guerra, José Servando Teresa de, 1763-1827",1404
"Babur, Emperor of Hindustan, 1483-1530",1405
"Biondo, Flavio, 1392-1463",1406
"Jacobus Philippus, Bergomensis, 1434-1520",1407
"Prey, Johann Michael Wilhelm von, 1690-1747",1408
"Chastellain, Georges, 1405?-1475|Montferrant, Jean de|Robertet, Jean, died 1503",1409
"Serlio, Sebastiano, 1475-1554?",1410
"Talhoffer, Hans, circa 1420-circa 1490",1411
"Brant, Sebastian, 1458-1521",1412
"Pfinzing, Melchior, 1481-1535",1413
"Schaller, Georg, flourished before 1569",1414
"Valeriano, Pierio, 1477-1560",1415
"Jacquin, Nikolaus Joseph, Freiherr von, 1727-1817",1416
"Ancízar, Manuel, 1812-1882",1417
"Domínguez Camargo, Hernando, 1606-1659",1418
"Azero, Raymundo, 1739–1794",1419
"Rodríguez Freyle, Juan, born 1566",1420
"Finestrad, Joaquín de, flourished 1778-1793",1421
"Neira, Alonso de",1422
"Melgar, Esteban Sancho de",1423
"Rivera, José Eustasio, 1888-1928",1424
"ʻAṣṣār Tabrīzī, Muḥammad, died 1382 or 3",1425
"Ḥasan Dihlavī, 1253 or 4-circa 1338",1426
"Kātib al-Samarqandī, Muḥammad ibn ʿAlī|ʿAbdülkerīm bin Muḥammed",1427
"Tucker, Alfred Robert, 1849-1914",1428
"Weston, Frank, 1871-1924",1429
"Peel, William George, 1854-1916|Willis, John Jamieson, 1872–1954",1430
"Davidson, Randall Thomas, 1848-1930",1431
"Khlebnikov, Velimir Vladimirovich, 1885-1922",1432
"Nīsābūrī, Niẓām-ad-Dīn al-Ḥasan Ibn-Muḥammad",1433
"Maḥmūd ibn Muḥammad al-Jaghmīnī, died 1344",1434
"Anwari, Ali ibn Muhammad ibn Abdullah",1435
"Samarqandī, Muḥammad ibn Ashraf, 13th century",1436
"Averröes, 1126-1198|Ibn Zuhr, ʻAbd al-Malik ibn Abī al-ʻAlāʾ, died 1162|Zimara, Marco Antonio, 1460-1523",1437
"Champier, Symphorien, 1472?-approximately 1535",1438
"ʻAbd al-ʻAzīz Ibn ʻUthmān, died 967",1439
"Peretz, Isaac Leib, 1851 or 1852-1915",1440
"Berlynsʹkyĭ, M. F. (Maksym Fedorovych), 1764-1848",1441
"Tumbukti, al-Qadi Muhammad ibn al-Imam Uthman al-Wakari",1442
"Fulānī, Aḥmad ibn Bawḍ ibn Muḥammad",1443
"Tumbukti, Ahmad Baba ibn Ahmad ibn Umar ibn Muhammad Aqit",1444
"Tāl, ʿUmar ibn Saʿīd, 1797-1864",1445
"Miṣrī, Muḥammad ibn Muḥammad ibn Muḥammad",1446
"Kharṭūmī, Arbab",1447
"Usuman dan Fodio, 1754-1817",1448
"Ahwāzī, al-Ḥasan ibn ʻAlī, 973-1054 or 5",1449
"Bākī ibn Sayyid Muḥammad ibn Sayyid al-Mukhtār al-Kuntī, Aḥmad",1450
"Malik, Abu 'Abdu",1451
Baba ibn Ahmad al-Alawi al-Maliki al-Maghribi al-Shingiti,1452
"Ziyati, al-Hasan ibn Yusuf ibn Yahya ibn Mahdi",1453
"Fulani, Ibrahim",1454
"Fulani, Yusuf ibn Sa'id",1455
"Whitman, Walt, 1819-1892",1456
"Nadvi, Abul Hasnat",1457
"Rumūzī, Mullā, 1896–1952",1458
"Āzād, Muḥammad Ḥusain, circa 1834-1910",1459
Muhammad Ali Khan Arshi,1460
"Jaʾfar, Muhammad, 1838-1905",1461
"Sharar, ʿAbdulḥalīm, 1860-1926",1462
"Laal, Waaz",1463
"Lakhnavi, Mirza Allah Baig",1464
"Barni, Ziauddin Ahmad, 1890–1969",1465
"Bailey, Thomas Grahame, 1872-1942",1466
"Muhammad Bahadur Shah II, King of Delhi, 1775-1862",1467
Survey of India,1468
"Dey, Panchkori, 1873–1945",1469
"Buhūtī, Manṣūr ibn Yūnus, died 1641",1470
"Averröes, 1126-1198|Thābit ibn Qurrah al-Ḥarrānī, died 901",1471
"Yazdī, al-Muṭahhar ibn Muḥammad, flourished 1184",1472
Galen,1473
"Harawī, Muḥammad ibn Yūsuf, 16th century",1474
"Majūsī, ʻAlī ibn al-ʻAbbās, 10th/11th century",1475
"Ibn Ilyās, Manṣūr ibn Muḥammad, flourished 1384",1476
"Tang, Shenwei, active 11th century-12th century",1477
"Ni, Weide, 1303-1377",1478
"Qian, Guobin",1479
"Wu, Kun, 1552-1620",1480
"Zhu, Gang, approximately 1674-1728",1481
"Xiong, Renlin, jin shi 1637",1482
"Zhou, Wenhua",1483
"Cao, Jiaju",1484
"Mistral, Gabriela, 1889-1957",1485
"Abela, Giovanfrancesco, 1582-1655",1486
Knights of Malta,1487
"Bucer, Martin, 1491-1551",1488
"Gregory I, Pope, circa 540-604|Sangrinus, Angelus, circa 1500-1593",1489
"Stengel, Karl, 1581-1663",1490
"Gregory I, Pope, circa 540-604",1491
"Benedict, Saint, Abbot of Monte Cassino",1492
"Cassian, John, circa 360-circa 435",1493
Critolaos,1494
"Shepherd, A. P. (Arthur Pearce), 1885-1968",1495
"Brown, Ernest|Hunter, H. H.",1496
"Cunningham, J. F. (James Frederick)",1497
"Mukasa, Ham, 1868-1956",1498
"Bland-Sutton, John, Sir, 1855-1936",1499
"Wason, John Cathcart, 1848-1921",1500
"Bruno, Giordano, 1548-1600",1501
"Boussingault, J. B. (Jean Baptiste), 1802-1887|Rivero y Ustáriz, Mariano Eduardo de, 1798-1857",1502
"Shmit, F. I. (Fedor Ivanovich), 1877-1942",1503
"Okuněv, Nikolaj Lvovič, 1886-1949",1504
"Hrushevsʹkyĭ, Mykhaĭlo, 1866-1934",1505
"Makarenko, Nikolai",1506
"Gruzinskii, Alexander Sergeiivich",1507
"Bublik, V. D. (Vasilīĭ Dmitrīevich)",1508
"Černev, Nikolaj|Leopardov, Nikolaj Aleksandrovich",1509
"Ilarion, Metropolitan of Winnipeg and All Canada, 1882-1972",1510
"Ivanov, A. P. (Aleksandr Pavlovich), 1876-1940",1511
"Steshenko, Ivan Matveevich, 1873–1918",1512
"Voronyij, Mykola Kìndratovyč, 1871-1938",1513
"Aremich, Stepan Petrovich, 1869-1939",1514
"Wansharīsī, Aḥmad ibn Yaḥyá, 1430 or 31-1508",1515
"Bashbīshī, Aḥmad ibn ʻAbd al-Laṭīf ibn Aḥmad, 1631–1685",1516
"Calderino, Domizio, 1447-1478",1517
"Sangallo, Giuliano da, 1445-1516",1518
"Dante Alighieri, 1265-1321",1519
"Zacchi da Volterra, Gabriello, 1434-1467",1520
"Lucian, of Samosata, circa 120-circa 180",1521
"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, 1571-1640",1522
"Qāʼimʹmaqām, Abū al-Qāsim ibn ʻĪsá, circa 1779-1835",1523
"Istiyi, ʿUbayd Allāh b. Jalaf",1524
"Scylitzes, John, flourished 1081",1525
"Río, Manuel del, circa 1690-1766",1526
"Huarte de San Juan, Juan 1529?-1588",1527
"Valverde de Amusco, Juan, circa 1525-circa 1588",1528
"Dioscorides Pedanius, of Anazarbos",1529
"Cerone, Pietro, 1566-1625",1530
"Rojas, Fernando de, circa 1470-1541",1531
"Isabella I, Queen of Spain, 1451-1504",1532
"Beatus, Saint, Presbyter of Liebana, died 798",1533
"Isidore, of Seville, Saint, died 636",1534
"Barbieri, Francisco Asenjo, 1823-1894|Vega, Ventura de la, 1861–1934",1535
"Alfonso X, King of Castile and Leon, 1221-1284",1536
"Mukhin, N. (Nikolaĭ Ḟedosi︠e︡ich), born 1868",1537
"Askochenskīĭ, V. (Viktor), 1813-1879",1538
"Makarīĭ, Metropolitan of Moscow, 1816-1882",1539
"Archimedes, circa 287 BCE–circa 212 BCE",1540
"Virgil, 70 BCE-19 BCE",1541
"Belluzzi, Giovan Battista, 1506-1554",1542
"Ammannati, Bartolomeo, 1511-1592",1543
"Būnī, Aḥmad ibn ʻAlī, died 1225",1544
"Tasso, Torquato, 1544-1595",1545
"Silvatico, Matteo, died approximately 1342",1546
"Bahādur Fīrūz, ʻAbd Allāh Khān",1547
"Farghānī, flourished 861",1548
"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, died 1013?|Constantine, the African, approximately 1020-1087|Gazio, Antonio, 1449-1528|Rolandus, Parmensis, flourished 1264|Ruggero, Frugardo, approximately 1140–1195",1549
"Arcolani, Giovanni, died 1484",1550
"Champier, Symphorien, 1472?-approximately 1535|Copho|Desparts, Jacques, approximately 1380-1458|Ibn Māsawayh, Yūḥannā, approximately 777–857|Nicolaus, Salernitanus, 12th century|Petrus, de Abano, approximately 1250-approximately 1315",1551
"Abū al-Fidāʾ, Ismāʿīl Ibn ʿAlī, 1273-1331|Al-Tizīnī, Muhammad ibn Muhammad|Ulugh Beg, 1394-1449",1552
"Manliis, Joannes Jacobus de, flourished 1490|Silvatico, Matteo, died approximately 1342",1553
"Ibn Serapion, Yúhānnā, 9th century|Thorer, Alban, 1489-1550",1554
"Durastante, Giano Matteo, 16th century|Monte, Giovanni Battista da, 1498-1551",1555
"Guadagnoli, Filippo, 1596-1656",1556
"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, died 1013?|Priscianus, Theodorus",1557
"Huswirt, Johannes",1558
"Longo, Giovanni Bernardino, 1528-1599",1559
"John, of Saxony, flourished 1327-1355|Turrel, Pierre, died 1531?|ʻAbd al-ʻAzīz Ibn ʻUthmān, died 967",1560
"Dominicus Germanus, de Silesia, 1588-1670",1561
"Khayyāṭ, Yaḥyá ibn Ghālib, died approximately 835",1562
"Leopardi, Giacomo, 1798-1837",1563
"Ringling, Otto, 1858-1911",1564
"Faria e Sousa, Manuel de, 1590-1649",1565
"Ruknā Masīḥ, 1575-1655",1566
"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʻUmar, died 1457",1567
"Qudūrī, Aḥmad ibn Muḥammad, 972 or 973-1037",1568
"Mawṣilī, ʻAbd Allāh ibn Maḥmūd, 1202 or 1203-1284",1569
"Abū Yūsuf Yaʻqūb, 731 or 732-798",1570
"Nasafī, ʻAbd Allāh ibn Aḥmad, died 1310",1571
"Bukhārī, Muḥammad ibn Ismāʻīl, 810-870",1572
"Jazūlī, Muḥammad ibn Sulaymān, died 1465|Jazūlī, ʻUmar ibn ʻAbd al-ʻAzīz, active 1740",1573
"Birgivî Mehmet Efendi, approximately 1522-1573",1574
"ʻAṭṭār, Farīd al-Dīn, died approximately 1230",1575
"Yazıcıoğlu Mehmet, died 1451",1576
"Iskandar Munshī, 1560 or 1561-1633 or 1634",1577
"Kalīm, Abū Ṭālib, died 1651?",1578
"Amīr Shāhī Sabzavārī, died 1453",1579
"Abū al-Saʻūd Muḥammad ibn Muḥammad, 1492 or 1493-1574 or 1575",1580
"Jammāʻīlī, ʻAbd al-Ghanī ibn ʻAbd al-Wāḥid, 1146-1203|Ṭūsī, Aḥmad ibn Abī al-Ḥasan",1581
"Shakespeare, William, 1564-1616",1582
"Drazdovich, I︠A︡zėp Nartsyzavich, 1888-1954",1583
"Kart︠s︡ov, Georgīĭ",1584
"Augustine, Saint, Bishop of Hippo, 354–430",1585
"ʻAbd al-Karīm, active 19th century",1586
"Muḥammadzāʼī, Gul Muḥammad|Ṣāliḥ ibn Ṣāliḥ Muḥammad, active 1898",1587
"ʻAbd al-Raḥmān Khān, Amir of Afghanistan, 1844-1901",1588
"Durrānī, 'Āyishah Afghān",1589
"Gregory, of Nazianzus, Saint, circa 330-circa 389",1590
"Anthony, of Egypt, Saint, approximately 250-355 or 356",1591
"Moftah, Iryan",1592
"Murqus, Girgis",1593
"al-Sadamantī, Buṭrus, 13th century",1594
"Torquemada, Juan de, 1388-1468",1595
"Wright, Orville, 1871-1948",1596
"Bell, Alexander Graham, 1847-1922",1597
"Ouyang, Xiu, 1007-1072",1598
"Sima, Guang, 1019-1086",1599
"Zhu, Mu, died 1255",1600
"Li, He, 790-816",1601
"Luo, Guangzhong, approximately 1330-1400",1602
"Wang, Shifu, 1260-1336",1603
"Shi, Hui, born 1295 or 1296",1604
"Xu, Wei, 1521-1593",1605
"Ruan, Dacheng, approximately 1587-1646",1606
"Wu, Bing, 1595-1647",1607
"Mei, Dingzuo, 1549-1615",1608
"Xu, Shuwei, 1079-1154",1609
"Pantoja, Diego de, 1571-1618",1610
"Sunzi, 544-496 BCE",1611
"Zhang, Dongxuan",1612
"Xu, Guangqi, 1562-1633",1613
"Zhang, Heng, 78–139",1614
"Kou, Zongshi, flourished 1111-1117",1615
"Qian, Yi, approximately 1032-1113",1616
"Wan, Quan, 1495-1580",1617
"Li, Gui, 1842-1903",1618
"Zeng, Shirong, 1252-1332?",1619
"Wang, Weiyi, 987-1067",1620
"Gautama Siddha, flourished 8th century",1621
"Buglio, Ludovico, 1606-1682|Magalhães, Gabriel de, 1609-1677|Verbiest, Ferdinand, 1623-1688",1622
"Liu, Yan, active 19th century",1623
"Wang, Yingming, died 1614",1624
"Vagnoni, Alfonso, 1566-1640",1625
"Verbiest, Ferdinand, 1623-1688",1626
"Chen, Zushou, died 1637",1627
"Nilus, the Younger, Saint, circa 910–1005",1628
"Nobel, Alfred Bernhard, 1833-1896",1629
League of Nations. Committee of Three,1630
League of Nations. Council,1631
League of Nations,1632
"Santaló Parvorell, Miguel 1888-1961",1633
League of Nations. Secretariat. Political Section,1634
France. Ministry of Foreign Affairs,1635
"Wellington, A.R.",1636
League of Nations. Secretariat. Information Section,1637
"Einstein, Albert, 1879-1955",1638
"Stresemann, Gustav, 1878-1929",1639
"Neurath, Konstantin, Freiherr von, 1873-1956",1640
"Haile Selassie I, Emperor of Ethiopia, 1892-1975",1641
"McDonald, James G. (James Grover), 1886-1964",1642
"Ambrose, Saint, Bishop of Milan, died 397",1643
"Quiricus, Barcinonensis, died 656",1644
"Macrobius, Ambrosius Aurelius Theodosius",1645
"Appianus, of Alexandria",1646
"Ficino, Marsilio, 1433-1499",1647
"'Ālim Khān, Amir of Bukhara, 1880-1944",1648
"Mahdī Khān Astarābādī, active 1733-1759",1649
"Bridget, of Sweden, Saint, approximately 1303-1373",1650
"Strindberg, August, 1849-1912",1651
"Arderne, John, active 1307-1370",1652
"Moretus, Jan I, 1543-1610",1653
"Moretus, Jan I, 1543-1610|Plantin, Christophe, approximately 1520-1589",1654
"Moretus, Balthasar, 1574-1641",1655
"Moretus, Balthasar, 1574-1641|Moretus, Jan I, 1543-1610|Moretus, Jan II, 1576-1618",1656
"Ruete, Emilie, 1844-1924",1657
"Snouck Hurgronje, C. (Christiaan), 1857-1936",1658
"Taylor, Bayard, 1825-1878",1659
"Zwemer, Samuel Marinus, 1867-1952",1660
"Zwemer, Amy E., died 1937|Zwemer, Samuel Marinus, 1867-1952",1661
"Conder, Josiah, 1789-1855",1662
"Forder, A. (Archibald), born 1863",1663
"Hogarth, D.G. (David George), 1862-1927",1664
"Palgrave, William Gifford, 1826-1888",1665
"Najātī, Maḥmūd ibn ʻUmar, died 1328",1666
"Khān, ʻAbd al-Qādir, active 1875",1667
"Ṭarzī, Ghulām Muḥammad, 1830-1900",1668
"Muḥammadzāʼī, Gul Muḥammad",1669
"Bellew, H. W. (Henry Walter), 1834-1892",1670
"Morris, Mowbray (Mowbray Walter), 1847-1911",1671
"Beesly, Edward Spencer, 1831-1915",1672
"Walker, Phillip Francis",1673
"Starr, L. A. (Lilian Agnes)",1674
"Eastwick, William Joseph, 1808-1889",1675
"Boulger, Demetrius Charles, 1853-1928",1676
"Bilgrāmī, Murtaz̤á Ḥusayn, active 1776",1677
"Durrānī, Sulṭān Muḥammad Khān ibn Mūsá Khān",1678
"Kotli︠a︡revsʹkyĭ, Ivan Petrovych, 1769–1838",1679
Makarii,1680
"Iwagaki, Ryūkei, 1741-1808",1681
"Iwasaki, Kanʼen, 1786-1842",1682
"Mansai, 1378-1435",1683
"Xu, Lingfu, active 9th century",1684
"ʻAbd al-Razzāq Kamāl al-Dīn ibn Isḥāq al-Samarqandī, 1413-1482",1685
"Badakhshānī, Raḥmat, active 1894",1686
"Aurangzeb, Emperor of Hindustan, 1618-1707",1687
"Samarqandiĭ, Vasliĭ",1688
"Alkūzāʼī, Aḥmad Jān Khān",1689
Great Britain. Foreign Office. Historical Section,1690
"Gubbins, John Harington, 1852-1929",1691
"Webster, Charles K. (Charles Kingsley), Sir, 1886-1961",1692
"Whittuck, E. A. (Edward Arthur), 1844-1924",1693
"Satow, Ernest Mason, 1843-1929",1694
"Kaeckenbeeck, Georges, 1892-1973",1695
"Campbell, C.W. (Charles William), 1861-1927",1696
"Woodward, E.L. (Ernest Llewellyn), 1890-1971",1697
"Hearnshaw, F. J. C. (Fossey John Cobb), 1869-1946",1698
"Piggott, Francis Taylor, 1852-1925",1699
"Phillimore, Walter G. F. Phillimore (Walter George Frank Phillimore), Baron, 1845-1929",1700
"Crosby, Josiah, 1880-1958",1701
"Sanā'ī al-Ghaznavī, Abū al-Majd Majdūd ibn Ādam, died approximately 1150",1702
"Barleti, Marin, approximately 1460-1512 or 1513",1703
"Filaret, Metropolitan of Moscow, 1782-1867",1704
"Ikonomov, Nikola Todorov, 1820-1897",1705
"Tantalidēs, Ēlias, 1818-1876",1706
"Popov, Velichko Aleksiev, 1848-1927",1707
"Pavlovich, Khristaki, 1804-1848",1708
"Malleson, G. B. (George Bruce), 1825-1898",1709
"Anatolii, Anishev",1710
"Bazhenov, Ivan Vasilievich, 1855-",1711
"Naḥūl, Bishārah ibn Salwān",1712
"de Brun, Hippolyte, 1855-1931",1713
"Ṭahṭāwī, Rifāʻah Rāfiʻ, 1801-1873",1714
"Ghālib, ‘Uthmān, 1845-1920",1715
"Azraqī, Ibrāhīm ibn ʻAbd al-Raḥmān, active 15th century|Dhahabī, Muḥammad ibn Aḥmad, 1274-1348",1716
"ʻAwn, Jirjis Ṭannūs, active 19th century",1717
"Mufaḍḍal ibn Muḥammad al-Ḍabbī, active 8th century|Yāqūt al-Mustaʻṣimī, died 1299?",1718
"Bossuet, Jacques-Bénigne, 1627-1704",1719
"Ḥillī, Ṣafī al-Dīn ʻAbd al-ʻAzīz ibn Sarāyā, 1278-1349",1720
"Ibn al-Muqarrab, ʻAlī, 1176 or 1177-1231 or 1232",1721
"Smiles, Samuel, 1812-1904",1722
"Cheïkho, Louis, 1859-1927",1723
"Sédillot, L.-A. (Louis-Amélie), 1808-1875",1724
"Zaydān, Jirjī, 1861-1914",1725
"Isḥāq, Adīb, 1856-1885",1726
"Mudawwar, Jamīl Nakhlah, 1862-1907",1727
"Aḥdab, Ibrāhīm, 1826-1891",1728
"Shurunbulālī, Ḥasan ibn ʻAmmār, 1585 or 1586-1659",1729
"Khafājī, Aḥmad ibn Muḥammad, 1571 or 1572-1659",1730
"Jāwīsh, Sulaymān ibn Khalīl",1731
"Hindī al-Dihlawī, Muḥammad Raḥmat Allāh b. Ḵalīl al-Raḥmān, 1817-1891",1732
"Bustānī, Salīm, 1846-1884",1733
"Pugh, S.S.",1734
"Hamadhānī, ʻAbd al-Raḥmān ibn ʻĪsá, died circa 932",1735
"Ḥassūn, Rizq Allāh ibn Niʿmat Allāh, 1825-1880",1736
"Ghalāyīnī, Muṣṭafá, 1886-circa 1945",1737
"Tarabulsi, Nawfal Ni’mat Allah, 1812-1887",1738
"Bāz, Salīm Rustum, 1859-1920",1739
"Jurjānī, ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān, died 1078?",1740
"Ibn Rashīq al-Qayrawānī, al-Ḥasan, died 1064?",1741
Ottoman Empire,1742
"Zikrī, Anṭwān, died 1949",1743
"Iskandarī, Aḥmad, ‏ 1875-1938|ʿInānī, Muṣṭafā",1744
"Khān, Ḥasan ibn Ṣiddīq Ḥasan, born 1862",1745
Egypt,1746
"Khansāʼ, died approximately 645",1747
"Sūyūtī, 1445-1505|ʻAbbāsī, al-Ḥasan ibn ʻAbd Allāh, died 1310",1748
"Ṭarābulusī, ʻAlī ibn Khalīl, died 1440 or 1441",1749
"Abū al-Hudá al-Ṣayyādī, Muḥammad ibn Ḥasan Wādī, 1849 or 1850-1910 or 1911",1750
"Lammens, Henri, 1862-1937",1751
"Gibran, Kahlil, 1883-1931",1752
"Ibn Mālik, Muḥammad ibn ʻAbd Allāh, died 1274|Ibn ʿAqil, ʿAbd Allah ibn ʿAbd al-Rahman, 1294?-1367",1753
"Nabhānī, Muḥammad ibn Khalīfah, died 1950",1754
"Ḍayf, Aḥmad, 1880-1945",1755
"Van Dyck, Edward Abbott",1756
"Ṭurṭūshī, Muḥammad ibn al-Walīd 1059 or 1060-1126 or 1127",1757
"Verne, Jules, 1828-1905",1758
"Āṣāf, Yūsuf",1759
"Quwaydir, Hasan ibn ‘Ali, 1788 or 1789-1846",1760
"Najā, Muṣṭafá ibn Muḥyī al-Dīn, 1853-1932",1761
