Dewey Decimal Code,item_id
633.914,4216
580.914,4217
580.914,4218
584.914,4219
580.914,4220
725.914,4221
914,4222
725.914,4223
338.914,4224
728.914,4225
914,4226
580.914,4227
633.914,4228
331.914,4229
684.914,4230
338.914,4231
684.914,4232
914,4233
914,4234
914,4235
580.914,4236
580.914,4237
580.914,4238
580.914,4239
580.914,4240
580.914,4241
584.914,4242
726.914,4243
726.914,4244
726.914,4245
726.914,4246
246.914,4247
728.914,4248
725.914,4249
598.914,4250
914,4251
580.914,4252
580.914,4253
712.914,4254
580.914,4255
726.914,4256
914,4257
914,4258
914,4259
914,4260
914,4261
728.914,4262
728.914,4263
728.914,4264
914,4265
728.914,4266
728.914,4267
725.914,4268
914,4269
914,4270
914,4271
914,4272
726.914,4273
914,4274
728.914,4275
914,4276
914,4277
914,4278
725.914,4279
914,4280
914,4281
914,4282
914,4283
914,4284
914,4285
712.914,4286
728.914,4287
580.914,4288
914,4289
712.914,4290
580.914,4291
914,4292
580.914,4293
580.914,4294
580.914,4295
580.914,4296
580.914,4297
580.914,4298
634.914,4299
914,4300
914,4301
580.914,4302
728.914,4303
636.914,4304
914,4305
914,4306
914,4307
728.914,4308
726.914,4309
725.914,4310
634.914,4311
725.914,4312
338.914,4313
914,4314
914,4315
914,4316
914,4317
914,4318
914,4319
728.914,4320
728.914,4321
728.914,4322
624.914,4323
914,4324
914,4325
728.914,4326
728.914,4327
914,4328
914,4329
580.914,4330
914,4331
726.914,4332
726.914,4333
726.914,4334
580.914,4335
914,4336
914,4337
728.914,4338
246.914,4339
914,4340
726.914,4341
726.914,4342
914,4343
726.914,4344
726.914,4345
391.914,4346
391.914,4347
914,4348
728.914,4349
914,4350
728.914,4351
728.914,4352
307.914,4353
307.914,4354
712.914,4355
633.914,4356
728.914,4357
728.914,4358
633.914,4359
633.914,4360
580.914,4361
580.914,4362
580.914,4363
726.914,4364
726.914,4365
726.914,4366
728.914,4367
580.914,4368
726.914,4369
307.914,4370
307.914,4371
307.914,4372
914,4373
914,4374
624.914,4375
307.914,4376
307.914,4377
307.914,4378
307.914,4379
307.914,4380
914,4381
391.914,4382
391.914,4383
391.914,4384
307.914,4385
914,4386
914,4387
914,4388
624.914,4389
914,4390
726.914,4391
726.914,4392
726.914,4393
914,4394
914,4395
726.914,4396
914.947,4397
914.947,4398
914.947,4399
914.947,4400
914.947,4401
914.947,4402
728.915,4403
914.947,4404
914.947,4405
726.914,4406
726.914,4407
725.914,4408
725.914,4409
726.914,4410
726.914,4411
728.914,4412
393.914,4413
726.914,4414
914,4415
246.914,4416
914.947,4417
914.947,4418
914.947,4419
246.914,4420
246.914,4421
246.914,4422
203.914,4423
203.914,4424
914.947,4425
385.914,4426
634.914,4427
726.914,4428
914.947,4429
708.914,4430
708.914,4431
708.914,4432
726.914,4433
355.914,4434
914.940,4435
726.914,4436
726.914,4437
726.914,4438
914,4439
726.914,4440
246.914,4441
726.914,4442
246.914,4443
726.914,4444
914,4445
914,4446
914,4447
914,4448
914,4449
914,4450
914,4451
914,4452
726.914,4453
726.914,4454
726.914,4455
728.914,4456
726.914,4457
726.914,4458
914.940,4459
914,4460
728.914,4461
914,4462
914,4463
915,4464
914,4465
915,4466
580.915,4467
583.915,4468
633.915,4469
580.915,4470
726.915,4471
580.915,4472
915,4473
728.915,4474
729.915,4475
726.914,4476
915,4477
580.915,4478
726.915,4479
726.915,4480
915,4481
729.915,4482
729.915,4483
726.915,4484
729.914,4485
729.915,4486
729.915,4487
729.914,4488
729.914,4489
729.915,4490
726.915,4491
729.914,4492
726.915,4493
726.915,4494
728.915,4495
726.915,4496
726.915,4497
726.915,4498
726.914,4499
729.914,4500
729.914,4501
728.914,4502
729.914,4503
393.914,4504
729.914,4505
393.914,4506
729.914,4507
729.914,4508
729.914,4509
729.914,4510
729.914,4511
726.914,4512
729.914,4513
729.914,4514
729.914,4515
729.914,4516
729.914,4517
729.914,4518
914,4519
914,4520
914,4521
914,4522
914,4523
914,4524
372.914,4525
634.914,4526
634.914,4527
580.914,4528
634.914,4529
634.914,4530
598.914,4531
798.914,4532
725.914,4533
725.914,4534
726.914,4535
370.914,4536
914,4537
726.914,4538
914,4539
728.914,4540
914,4541
381.914,4542
381.914,4543
305.914,4544
610.915,4545
914,4546
393.914,4547
370.914,4548
728.914,4549
728.914,4550
729.914,4551
725.914,4552
627.914,4553
914,4554
914,4555
627.914,4556
386.914,4557
624.914,4558
914,4559
914,4560
386.914,4561
627.914,4562
914,4563
914,4564
914,4565
914,4566
633.914,4567
914,4568
914,4569
725.914,4570
914,4571
633.914,4572
636.914,4573
598.914,4574
636.914,4575
636.914,4576
914,4577
725.914,4578
725.914,4579
725.914,4580
914,4581
725.914,4582
914,4583
725.914,4584
203.914,4585
729.914,4586
914,4587
914,4588
729.914,4589
729.914,4590
914,4591
914,4592
371.914,4593
729.914,4594
371.914,4595
371.914,4596
371.914,4597
729.914,4598
729.914,4599
598.914,4600
914,4601
914,4602
914,4603
914,4604
726.914,4605
726.914,4606
726.914,4607
914,4608
914,4609
914,4610
799.914,4611
914,4612
914,4613
634.914,4614
634.914,4615
799.914,4616
634.914,4617
634.914,4618
726.914,4619
726.914,4620
726.914,4621
726.914,4622
726.914,4623
799.914,4624
799.914,4625
914,4626
726.914,4627
726.914,4628
726.914,4629
726.914,4630
726.914,4631
726.914,4632
726.914,4633
726.914,4634
331.914,4635
726.914,4636
914,4637
914,4638
914,4639
914,4640
914,4641
914,4642
914,4643
726.914,4644
726.914,4645
728.914,4646
728.914,4647
726.914,4648
914,4649
726.914,4650
726.914,4651
914,4652
914,4653
636.914,4654
636.914,4655
726.914,4656
634.914,4657
634.914,4658
726.914,4659
914,4660
726.914,4661
914,4662
914,4663
726.914,4664
726.914,4665
726.914,4666
914,4667
726.914,4668
393.914,4669
726.914,4670
726.914,4671
914,4672
246.914,4673
246.914,4674
203.914,4675
247.914,4676
203.914,4677
726.914,4678
914,4679
726.914,4680
914,4681
580.914,4682
726.914,4683
726.914,4684
726.914,4685
726.914,4686
726.914,4687
726.914,4688
914,4689
726.914,4690
726.914,4691
726.914,4692
726.914,4693
726.914,4694
246.914,4695
728.914,4696
726.914,4697
726.914,4698
726.914,4699
726.914,4700
914,4701
726.914,4702
726.914,4703
725.914,4704
630.914,4705
726.914,4706
726.914,4707
726.914,4708
246.914,4709
914.947,4710
914.947,4711
914.947,4712
729.914,4713
736.914,4714
681.914,4715
726.914,4716
726.914,4717
726.914,4718
203.914,4719
203.914,4720
203.914,4721
246.914,4722
726.914,4723
726.914,4724
726.914,4725
630.914,4726
726.914,4727
914,4728
393.914,4729
726.914,4730
914,4731
203.914,4732
203.914,4733
726.914,4734
914,4735
726.914,4736
726.914,4737
726.914,4738
729.914,4739
726.914,4740
726.914,4741
726.914,4742
914,4743
914,4744
726.914,4745
914,4746
726.914,4747
726.914,4748
246.914,4749
246.914,4750
203.914,4751
203.914,4752
203.914,4753
203.914,4754
203.914,4755
203.914,4756
246.914,4757
246.914,4758
203.914,4759
203.914,4760
203.914,4761
914,4762
203.914,4763
203.914,4764
090.914,4765
090.914,4766
090.914,4767
090.914,4768
090.914,4769
090.914,4770
090.914,4771
090.914,4772
246.914,4773
246.914,4774
203.914,4775
203.914,4776
246.914,4777
203.914,4778
726.914,4779
726.914,4780
726.914,4781
726.914,4782
726.914,4783
203.914,4784
246.914,4785
246.914,4786
246.914,4787
246.914,4788
726.914,4789
726.914,4790
726.914,4791
726.914,4792
246.914,4793
246.914,4794
726.914,4795
246.914,4796
914.947,4797
914,4798
914.947,4799
914,4800
914.947,4801
914.947,4802
727.914,4803
726.914,4804
914.947,4805
914.947,4806
726.914,4807
914,4808
246.914,4809
726.914,4810
726.914,4811
726.914,4812
914,4813
726.914,4814
232.914,4815
232.914,4816
746.914,4817
746.914,4818
090.914,4819
246.914,4820
914,4821
914,4822
726.914,4823
246.914,4824
726.914,4825
914,4826
726.914,4827
726.914,4828
726.914,4829
708.914,4830
708.914,4831
708.914,4832
391.914,4833
246.914,4834
726.914,4835
203.914,4836
203.914,4837
746.914,4838
726.914,4839
726.914,4840
726.914,4841
090.914,4842
203.914,4843
746.914,4844
203.914,4845
914,4846
203.914,4847
264.914,4848
726.914,4849
246.914,4850
246.914,4851
203.914,4852
739.914,4853
203.914,4854
914,4855
246.914,4856
246.914,4857
728.914,4858
246.914,4859
739.914,4860
914,4861
203.914,4862
666.914,4863
726.914,4864
246.914,4865
746.914,4866
726.914,4867
246.914,4868
726.914,4869
726.914,4870
203.914,4871
726.914,4872
738.914,4873
726.914,4874
246.914,4875
726.914,4876
726.914,4877
745.914,4878
203.914,4879
726.914,4880
726.914,4881
726.914,4882
726.914,4883
726.914,4884
726.914,4885
914,4886
246.914,4887
246.914,4888
246.914,4889
726.914,4890
914,4891
914,4892
726.914,4893
726.914,4894
746.914,4895
746.914,4896
726.914,4897
914,4898
914,4899
728.914,4900
386.914,4901
306.914,4902
306.914,4903
306.914,4904
726.914,4905
726.914,4906
729.914,4907
914,4908
580.914,4909
726.914,4910
726.914,4911
726.914,4912
726.914,4913
746.914,4914
746.914,4915
203.914,4916
914,4917
246.914,4918
203.914,4919
914,4920
914,4921
726.914,4922
729.914,4923
726.914,4924
726.729.914,4925
729.914,4926
914,4927
385.914,4928
578.914,4929
914,4930
726.914,4931
914,4932
728.914,4933
914,4934
726.914,4935
725.914,4936
914,4937
725.914,4938
914,4939
338.914,4940
914,4941
636.914,4942
725.914,4943
914,4944
914,4945
914,4946
728.914,4947
914,4948
246.914,4949
914,4950
914,4951
914,4952
914,4953
914,4954
914,4955
728.914,4956
728.914,4957
728.914,4958
728.914,4959
914,4960
914,4961
728.914,4962
725.914,4963
725.914,4964
728.914,4965
914,4966
914,4967
914,4968
914,4969
914,4970
728.914,4971
728.914,4972
386.914,4973
914,4974
914,4975
914,4976
914,4977
914,4978
914,4979
914,4980
914,4981
914,4982
914,4983
914,4984
914,4985
914,4986
728.914,4987
914,4988
726.914,4989
914,4990
799.914,4991
914,4992
728.914,4993
914,4994
914,4995
914,4996
914,4997
914,4998
627.914,4999
385.914,5000
728.914,5001
914,5002
914,5003
627.914,5004
728.914,5005
914,5006
914,5007
914,5008
914,5009
728.914,5010
622.914,5011
622.914,5012
914,5013
726.914,5014
914,5015
728.914,5016
914,5017
728.914,5018
728.914,5019
726.914,5020
726.914,5021
726.914,5022
246.914,5023
739.914,5024
246.914,5025
246.914,5026
246.914,5027
914,5028
728.914,5029
726.914,5030
726.914,5031
638.914,5032
625.914,5033
728.914,5034
583.914,5035
726.914,5036
726.914,5037
726.914,5038
386.914,5039
914,5040
914,5041
726.914,5042
914,5043
726.914,5044
726.914,5045
726.914,5046
624.914,5047
624.914,5048
914,5049
726.914,5050
726.914,5051
246.914,5052
726.914,5053
914,5054
726.914,5055
914,5056
728.914,5057
728.914,5058
726.914,5059
726.914,5060
726.914,5061
726.914,5062
726.914,5063
914,5064
915,5065
305.915,5066
391.915,5067
914,5068
386.914,5069
391.915,5070
627.914,5071
915,5072
915,5073
728.914,5074
728.914,5075
728.914,5076
708.914,5077
914,5078
726.914,5079
393.914,5080
728.914,5081
725.914,5082
386.914,5083
914,5084
627.914,5085
627.914,5086
627.914,5087
627.914,5088
331.914,5089
331.914,5090
674.914,5091
914,5092
728.914,5093
728.914,5094
627.914,5095
627.914,5096
627.914,5097
627.914,5098
627.914,5099
627.914,5100
627.914,5101
674.914,5102
666.914,5103
728.914,5104
726.914,5105
726.914,5106
726.914,5107
726.914,5108
729.914,5109
726.914,5110
726.914,5111
726.914,5112
728.914,5113
726.914,5114
726.914,5115
726.914,5116
726.914,5117
726.914,5118
726.914,5119
726.914,5120
726.914,5121
726.914,5122
726.914,5123
726.914,5124
726.914,5125
726.914,5126
726.914,5127
729.914,5128
726.914,5129
726.914,5130
726.914,5131
726.914,5132
729.914,5133
246.914,5134
246.914,5135
246.914,5136
726.914,5137
246.914,5138
728.914,5139
246.914,5140
726.914,5141
914,5142
915,5143
297.915,5144
915,5145
726.914,5146
726.914,5147
365.915,5148
636.915,5149
636.915,5150
381.915,5151
385.914,5152
914,5153
737.914,5154
915,5155
915,5156
746.914,5157
746.914,5158
915,5159
624.914,5160
915,5161
580.914,5162
246.914,5163
739.914,5164
726.914,5165
726.914,5166
633.915,5167
203.914,5168
246.914,5169
914,5170
729.915,5171
915,5172
700.914,5173
725.914,5174
914,5175
627.914,5176
627.914,5177
627.914,5178
627.914,5179
627.914,5180
393.915,5181
580.914,5182
633.915,5183
625.915,5184
625.915,5185
580.914,5186
726.914,5187
746.914,5188
726.914,5189
726.914,5190
726.914,5191
625.914,5192
625.914,5193
728.914,5194
634.914,5195
728.915,5196
625.914,5197
386.914,5198
580.914,5199
331.914,5200
725.914,5201
507.914,5202
915,5203
726.914,5204
914,5205
914,5206
633.915,5207
914,5208
386.915,5209
624.914,5210
580.914,5211
726.914,5212
728.914,5213
726.914,5214
726.729.914,5215
915,5216
915,5217
914,5218
915,5219
914,5220
914,5221
627.914,5222
627.914,5223
750.914,5224
915,5225
915,5226
580.914,5227
915,5228
580.914,5229
915,5230
915,5231
915,5232
625.915,5233
915,5234
726.915,5235
726.915,5236
725.915,5237
331.915,5238
914,5239
580.914,5240
746.914,5241
246.914,5242
580.914,5243
745.914,5244
386.627.914,5245
246.914,5246
726.914,5247
914,5248
246.914,5249
726.914,5250
246.914,5251
246.914,5252
246.914,5253
914,5254
365.915,5255
246.914,5256
580.914,5257
636.915,5258
636.915,5259
708.915,5260
677.915,5261
677.915,5262
726.915,5263
726.915,5264
331.915,5265
627.914,5266
580.914,5267
633.915,5268
677.915,5269
391.914,5270
246.914,5271
914,5272
914,5273
915,5274
915,5275
915,5276
633.914,5277
627.914,5278
915,5279
914,5280
914,5281
914,5282
914,5283
726.914,5284
914,5285
914,5286
726.914,5287
914,5288
523.915,5289
915,5290
914,5291
625.914,5292
728.914,5293
914,5294
726.914,5295
246.914,5296
246.914,5297
726.914,5298
393.914,5299
726.914,5300
914,5301
914,5302
746.915,5303
769.952,5304
769.952,5305
769.952,5306
851,5307
769.952,5308
769.952,5309
769.952,5310
769.952,5311
769.952,5312
769.952,5313
769.952,5314
769.952,5315
769.952,5316
769.952,5317
769.952,5318
769.952,5319
769.952,5320
769.952,5321
769.952,5322
769.952,5323
769.952,5324
769.952,5325
769.952,5326
769.952,5327
769.952,5328
769.952,5329
769.952,5330
769.952,5331
769.952,5332
769.952,5333
769.952,5334
769.952,5335
769,5336
391.769,5337
769,5338
769.952,5339
769.952,5340
769.952,5341
769.952,5342
769.952,5343
769.952,5344
769.952,5345
912.952,5346
769,5347
912.952,5348
769.952,5349
769,5350
769,5351
953,5352
529.972,5353
529.972,5354
529.972,5355
529.972,5356
529.972,5357
529.972,5358
529.972,5359
529.972,5360
529.972,5361
529.972,5362
972,5363
972,5364
972,5365
972,5366
972,5367
972,5368
972,5369
972,5370
299.972,5371
393.972,5372
972,5373
529.972,5374
972,5375
972,5376
972,5377
529.972,5378
529.972,5379
529.972,5380
529.972,5381
529.972,5382
529.972,5383
529.972,5384
529.972,5385
529.972,5386
529.972,5387
529.972,5388
529.972,5389
972,5390
972,5391
972,5392
972,5393
972,5394
972,5395
299.972,5396
972,5397
299.972,5398
299.972,5399
299.972,5400
393.972,5401
299.972,5402
299.972,5403
299.972,5404
972,5405
529.972,5406
912,5407
912,5408
912,5409
912,5410
912,5411
912,5412
912,5413
912.917,5414
912.917,5415
380.912,5416
912.917,5417
912.919,5418
912.919,5419
912.919,5420
912.919,5421
912,5422
912,5423
910.912,5424
912,5425
711.912,5426
912,5427
912,5428
297,5429
297,5430
297,5431
297,5432
297,5433
297,5434
297,5435
297,5436
297,5437
297,5438
297,5439
297,5440
297,5441
297,5442
297,5443
297,5444
297,5445
297,5446
297,5447
894,5448
297,5449
297,5450
297,5451
297,5452
297,5453
297,5454
297.745,5455
297.745,5456
297.745,5457
297.745,5458
297.745,5459
297.745,5460
745.891,5461
745.891,5462
297.745,5463
745.891,5464
297.745,5465
745,5466
745,5467
297.745,5468
745,5469
297,5470
745,5471
745,5472
297.745,5473
297.745,5474
745.891,5475
745,5476
553.625,5477
297.745,5478
297.745,5479
297.745,5480
297.745,5481
745.891,5482
745.891,5483
745.891,5484
297.745,5485
297.745,5486
297.745,5487
355.745,5488
745,5489
745.891,5490
297.745,5491
297.745,5492
297.745,5493
745.891,5494
745.891,5495
297.745,5496
745.891,5497
297.745,5498
745.891,5499
745.891,5500
297.745,5501
915,5502
297.745,5503
745.891,5504
745.891,5505
745.891,5506
297.891,5507
297.745,5508
297.745,5509
297.745,5510
297.745,5511
297.745,5512
745.891,5513
297.745,5514
745.891,5515
297.745,5516
297.745,5517
297.745,5518
297.745,5519
745.891,5520
297.745,5521
745.891,5522
297.745,5523
745.892,5524
745.891,5525
745,5526
745.891,5527
297.745,5528
297.745,5529
745,5530
297.745,5531
297.745,5532
745.892,5533
297.745,5534
745.891,5535
327.947,5536
297.745,5537
297.745,5538
745.891,5539
745.891,5540
297,5541
745.891,5542
297.745,5543
297.745,5544
297.745,5545
297.340,5546
297,5547
891,5548
745.891,5549
297.745,5550
745.891,5551
297.745,5552
297.745,5553
297.745,5554
297.745,5555
297.745,5556
297.745,5557
297.745,5558
297.745,5559
745,5560
745.891,5561
745.892,5562
745.891,5563
745.891,5564
745.891,5565
745.891,5566
745.891,5567
745.891,5568
297.745,5569
297.745,5570
745.891,5571
745,5572
745.891,5573
491.745,5574
745.891,5575
491.745,5576
491.745,5577
297.340,5578
491.745,5579
491.745,5580
891,5581
491.745,5582
891,5583
491.745,5584
491.745,5585
297.745,5586
491.745,5587
491.745,5588
491.745,5589
491.745,5590
491.745,5591
950,5592
297.491,5593
491.745,5594
491.745,5595
297.491,5596
491.745,5597
491.745,5598
491.745,5599
491.745,5600
491.745,5601
403.491,5602
403.491,5603
745.892,5604
745.892,5605
891,5606
297,5607
745.892,5608
891,5609
297.745,5610
891,5611
891,5612
745.892,5613
891,5614
297,5615
891,5616
891,5617
891,5618
891,5619
891,5620
891,5621
891,5622
745.891,5623
745.892,5624
297.892,5625
297,5626
745.891,5627
745.891,5628
745.891,5629
745.891,5630
297.745,5631
297,5632
297.745,5633
745.891,5634
745.891,5635
297.745,5636
160,5637
745.891,5638
745.891,5639
745.891,5640
745.891,5641
745.891,5642
745.891,5643
745.891,5644
892,5645
745.891,5646
745.891,5647
745,5648
745.891,5649
297.745,5650
745.891,5651
745.891,5652
371.745,5653
745.891,5654
297,5655
297.340,5656
725.944,5657
403,5658
264.281,5659
242,5660
275.282,5661
275.282,5662
627.918,5663
252.282,5664
264.281,5665
492,5666
492,5667
492,5668
627.918,5669
918.972,5670
918.972,5671
492,5672
492,5673
252.281,5674
230.282,5675
180.230,5676
230.281,5677
226.264,5678
264.281,5679
226,5680
242,5681
230,5682
230,5683
230,5684
242,5685
230.242,5686
242,5687
264.281,5688
264.281,5689
264.281,5690
264.281,5691
242.892,5692
403.492,5693
242.270,5694
918.972,5695
944,5696
951,5697
520,5698
520.529,5699
529,5700
133.529,5701
520.529,5702
912,5703
912,5704
912.951,5705
912,5706
627.912,5707
951,5708
025.027,5709
392,5710
895,5711
895,5712
516,5713
621,5714
598,5715
523,5716
516,5717
895,5718
895,5719
895,5720
895,5721
895,5722
610,5723
610,5724
618,5725
603.610,5726
615,5727
917.978,5728
917.978,5729
917.978,5730
917.978,5731
917.978,5732
917.978,5733
917.978,5734
917.978,5735
917.978,5736
917.978,5737
917.978,5738
917.978,5739
917.978,5740
917.978,5741
917.978,5742
917.978,5743
917.978,5744
917.978,5745
917.978,5746
917.978,5747
917.978,5748
917.978,5749
917.978,5750
917.978,5751
917.978,5752
917.978,5753
917.978,5754
917.978,5755
917.978,5756
917.978,5757
917.978,5758
917.978,5759
917.978,5760
917.978,5761
917.978,5762
917.978,5763
917.978,5764
917.978,5765
917.978,5766
917.978,5767
917.978,5768
917.978,5769
917.978,5770
917.978,5771
917.978,5772
917.978,5773
917.978,5774
917.978,5775
917.978,5776
917.978,5777
917.978,5778
917.978,5779
917.978,5780
917.978,5781
917.978,5782
917.978,5783
917.978,5784
917.978,5785
917.978,5786
917.978,5787
917.978,5788
917.978,5789
917.978,5790
917.978,5791
917.978,5792
917.978,5793
917.978,5794
917.978,5795
917.978,5796
917.978,5797
917.978,5798
917.978,5799
917.978,5800
917.978,5801
917.978,5802
917.978,5803
917.978,5804
917.978,5805
917.978,5806
917.978,5807
917.978,5808
917.978,5809
917.978,5810
917.978,5811
917.978,5812
917.978,5813
917.978,5814
917.978,5815
917.978,5816
917.978,5817
917.978,5818
917.978,5819
917.978,5820
917.978,5821
917.978,5822
917.978,5823
917.978,5824
917.978,5825
917.978,5826
917.978,5827
917.978,5828
917.978,5829
917.978,5830
917.978,5831
917.978,5832
917.978,5833
917.978,5834
917.978,5835
917.978,5836
917.978,5837
917.978,5838
917.978,5839
917.978,5840
917.978,5841
917.978,5842
917.978,5843
917.978,5844
917.978,5845
917.978,5846
917.978,5847
917.978,5848
917.978,5849
917.978,5850
917.978,5851
917.978,5852
917.978,5853
917.978,5854
917.978,5855
917.978,5856
917.978,5857
917.978,5858
917.978,5859
917.978,5860
917.978,5861
917.978,5862
917.978,5863
917.978,5864
917.978,5865
917.978,5866
917.978,5867
917.978,5868
917.978,5869
917.978,5870
917.978,5871
917.978,5872
917.978,5873
917.978,5874
917.978,5875
917.978,5876
917.978,5877
917.978,5878
917.978,5879
917.978,5880
917.978,5881
917.978,5882
917.978,5883
917.978,5884
917.978,5885
917.978,5886
917.978,5887
917.978,5888
917.978,5889
917.978,5890
917.978,5891
917.978,5892
917.978,5893
917.978,5894
917.978,5895
917.978,5896
917.978,5897
917.978,5898
917.978,5899
917.978,5900
917.978,5901
917.978,5902
917.978,5903
917.978,5904
917.978,5905
917.978,5906
917.978,5907
917.978,5908
917.978,5909
917.978,5910
917.978,5911
917.978,5912
917.978,5913
917.978,5914
130.892,5915
325.917,5916
930.955,5917
919,5918
919,5919
930.955,5920
919,5921
916,5922
947,5923
949,5924
920,5925
919,5926
382.915,5927
725.944,5928
181.297,5929
920,5930
894,5931
912.914,5932
863,5933
351.972,5934
912,5935
520.521,5936
264.782,5937
912,5938
912,5939
860.863,5940
508,5941
863,5942
510.646,5943
580.615,5944
972,5945
912,5946
527,5947
860.861,5948
861,5949
799,5950
726,5951
355,5952
392,5953
598.799,5954
391.392,5955
728,5956
728.799,5957
624.725,5958
726,5959
750.793,5960
294.769,5961
739,5962
769.952,5963
398.895,5964
750.895,5965
769,5966
390.769,5967
769,5968
394.769,5969
394.769,5970
394.769,5971
769.792,5972
769,5973
769.796,5974
594.895,5975
782.895,5976
321,5977
321,5978
321.328,5979
328.952,5980
323,5981
342,5982
342,5983
325.460,5984
325.392,5985
325,5986
325,5987
378,5988
782.784,5989
610,5990
221.296,5991
133.951,5992
610.615,5993
610.615,5994
610.615,5995
133.520,5996
297,5997
365.947,5998
365.947,5999
627.947,6000
627.947,6001
627.947,6002
627.947,6003
627.947,6004
627.947,6005
627.947,6006
627.947,6007
627.947,6008
627.947,6009
627.947,6010
627.947,6011
627.947,6012
627.947,6013
627.947,6014
627.947,6015
627.947,6016
627.947,6017
627.947,6018
627.947,6019
947,6020
365.947,6021
365.947,6022
365.947,6023
365.947,6024
365.947,6025
365.947,6026
365.947,6027
365.947,6028
365.947,6029
365.947,6030
365.947,6031
365.947,6032
365.947,6033
365.947,6034
365.947,6035
365.947,6036
365.947,6037
610,6038
892,6039
892,6040
892,6041
535,6042
512.513,6043
297.340,6044
030.297,6045
892,6046
520.530,6047
030.297,6048
903.909,6049
782.892,6050
181.892,6051
903.910,6052
920,6053
809.892,6054
294,6055
920.956,6056
892,6057
892,6058
181,6059
503.590,6060
503.590,6061
946,6062
110.180,6063
297,6064
603.610,6065
920,6066
610,6067
181.610,6068
512.513,6069
892,6070
010.090,6071
513.516,6072
603.615,6073
892,6074
920,6075
516,6076
910,6077
181,6078
180,6079
540,6080
185,6081
603.610,6082
891,6083
603.610,6084
297,6085
372.491,6086
373.491,6087
372.900,6088
912.949,6089
791.839,6090
092.226,6091
264,6092
891,6093
782.784,6094
225,6095
580.610,6096
130.610,6097
221.297,6098
833.837,6099
912.943,6100
270.280,6101
225,6102
725.914,6103
356.796,6104
296,6105
073.943,6106
073.943,6107
073.943,6108
073.943,6109
073.943,6110
073.943,6111
073.943,6112
073.943,6113
073.943,6114
073.943,6115
073.943,6116
073.943,6117
073.943,6118
073.943,6119
073.943,6120
073.943,6121
073.943,6122
073.943,6123
073.943,6124
073.943,6125
073.943,6126
073.943,6127
073.943,6128
073.943,6129
073.943,6130
073.943,6131
073.943,6132
073.943,6133
073.943,6134
073.943,6135
073.943,6136
073.943,6137
073.943,6138
073.943,6139
073.943,6140
073.943,6141
073.943,6142
073.943,6143
073.943,6144
073.943,6145
073.943,6146
073.943,6147
073.943,6148
073.943,6149
073.943,6150
073.943,6151
073.943,6152
073.943,6153
073.943,6154
073.943,6155
073.943,6156
073.943,6157
073.943,6158
073.943,6159
073.943,6160
073.943,6161
073.943,6162
073.943,6163
073.943,6164
073.943,6165
073.943,6166
073.943,6167
073.943,6168
073.943,6169
073.943,6170
073.943,6171
073.943,6172
073.943,6173
073.943,6174
073.943,6175
073.943,6176
073.943,6177
073.943,6178
073.943,6179
073.943,6180
073.943,6181
073.943,6182
073.943,6183
073.943,6184
073.943,6185
073.943,6186
073.943,6187
073.943,6188
073.943,6189
073.943,6190
073.943,6191
073.943,6192
073.943,6193
073.943,6194
073.943,6195
073.943,6196
073.943,6197
073.943,6198
073.943,6199
073.943,6200
073.943,6201
073.943,6202
073.943,6203
073.943,6204
073.943,6205
073.943,6206
073.943,6207
073.943,6208
073.943,6209
073.943,6210
073.943,6211
073.943,6212
073.943,6213
073.943,6214
073.943,6215
073.943,6216
073.943,6217
073.943,6218
073.943,6219
073.943,6220
073.943,6221
073.943,6222
073.943,6223
073.943,6224
073.943,6225
073.943,6226
073.943,6227
073.943,6228
073.943,6229
073.943,6230
073.943,6231
073.943,6232
073.943,6233
073.943,6234
073.943,6235
073.943,6236
073.943,6237
073.943,6238
073.943,6239
073.943,6240
073.943,6241
073.943,6242
073.943,6243
073.943,6244
073.943,6245
073.943,6246
073.943,6247
073.943,6248
073.943,6249
073.943,6250
073.943,6251
073.943,6252
073.943,6253
073.943,6254
073.943,6255
073.943,6256
073.943,6257
073.943,6258
073.943,6259
073.943,6260
073.943,6261
073.943,6262
073.943,6263
073.943,6264
073.943,6265
073.943,6266
073.943,6267
073.943,6268
073.943,6269
073.943,6270
073.943,6271
073.943,6272
073.943,6273
073.943,6274
073.943,6275
073.943,6276
073.943,6277
073.943,6278
073.943,6279
073.943,6280
073.943,6281
073.943,6282
073.943,6283
073.943,6284
073.943,6285
073.943,6286
073.943,6287
073.943,6288
073.943,6289
073.943,6290
073.943,6291
073.943,6292
073.943,6293
073.943,6294
073.943,6295
073.943,6296
073.943,6297
073.943,6298
073.943,6299
073.943,6300
073.943,6301
073.943,6302
073.943,6303
073.943,6304
073.943,6305
073.943,6306
760.951,6307
760.951,6308
760.951,6309
760.951,6310
760.951,6311
760.951,6312
760.951,6313
760.951,6314
760.951,6315
760.951,6316
760.951,6317
760.951,6318
760.951,6319
760.951,6320
760.951,6321
760.951,6322
760.951,6323
760.951,6324
760.951,6325
760.951,6326
760.951,6327
760.951,6328
760.951,6329
760.951,6330
760.951,6331
760.951,6332
760.951,6333
760.951,6334
760.951,6335
760.951,6336
760.951,6337
760.951,6338
760.951,6339
760.951,6340
760.951,6341
760.951,6342
760.951,6343
760.951,6344
760.951,6345
760.951,6346
760.951,6347
760.951,6348
760.951,6349
760.951,6350
760.951,6351
760.951,6352
760.951,6353
